id|faction_id|name|legend|description|detachment|
000008481|SM|Close-range Eradication|The Space Marines are the Emperor’s finest shock troops, striking at the foe before they can react. In their rapid, mechanised assaults, Space Marines smash aside the enemy, destroying them at close quarters without mercy.|Ranged weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00501" data-tooltip-content="#tooltip_content00501"><span class="tt kwbu">[ASSAULT]</span></span></span> ability, and each time an attack made with such a weapon targets a unit within 12", add 1 to the Strength characteristic of that attack.|Firestorm Assault Force|
000008485|SM|Lightning Assault|The warriors of a Stormlance Task Force employ high-speed tactics and hit-and-run warfare. They do battle on the move, wrong-footing their enemies with breakneck manoeuvres and melting away one moment only to crash home like a thunderbolt the next.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army are eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which they <span class="tooltip00504" data-tooltip-content="#tooltip_content00504"><span class="tt kwbu">Advanced</span></span> or <span class="tooltip00019" data-tooltip-content="#tooltip_content00019"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.|Stormlance Task Force|
000008489|SM|Shadow Masters|The warriors of a Vanguard Spearhead slip through the shadows, half-seen spectres barely visible to the foe. Enemies blaze away into the gloom with increasing panic, their shots flying wide as covert specialists encircle their victims and prepare to level the killing blow.|Each time a ranged attack targets an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit from your army, unless the attacking model is within 12", subtract 1 from the <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> and the target has the <span class="tooltip00272" data-tooltip-content="#tooltip_content00272"><span class="tt kwbu">Benefit</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Cover</span></span> against that attack.|Vanguard Spearhead|
000008493|SM|Extremis-level Threat|The 1st Company’s veterans have fought at the forefront of their Chapter’s wars for many mortal lifespans. Experience has taught them to identify the foe’s lethal threats and to lead their battle-brothers to purge them from existence.|Once per battle, in your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can use this ability. If you do, until the start of your next Command phase, each time a model from your army with the <span class="tooltip00133" data-tooltip-content="#tooltip_content00133"><span class="tt kwbu">Oath</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Moment</span></span> ability makes an attack that targets your Oath of Moment target, you can re-roll the <span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> as well.|1st Company Task Force|
000008521|SM|Mission Tactics|Thousands of years of collated strategic data and hard-won combat experience have provided the Deathwatch with the ultimate battlefield tactics to combat almost any foe.|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one of the Mission Tactics listed below. Until the start of your next Command phase, that Mission Tactic is active and its effects apply to all units from your army with this ability. Each Mission Tactic can only be selected once per battle.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">FUROR TACTICS</p><p class="ShowFluff legend2">When the enemy horde grows close, the Deathwatch will be tasked with the decimation of their core. Aiming not for clinical kills but for maximum destruction over a wide area, they tear the heart from the enemy army.</p><p>While this Mission Tactic is active, weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army have the <span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">MALLEUS TACTICS</p><p class="ShowFluff legend2">When the giants of war lumber forth, the Deathwatch will adopt Malleus tactics. Even the largest behemoth has a weak point, and the archives of the Deathwatch number them all.</p><p>While this Mission Tactic is active, weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army have the <span class="kwb2 bluefont"><span class="tooltip00502" data-tooltip-content="#tooltip_content00502"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">PURGATUS TACTICS</p><p class="ShowFluff legend2">By adopting Purgatus tactics, the Deathwatch focus their deadly ire upon the commanders of the enemy host, assassinating them one after another with pitiless head shots and killing thrusts of the blade.</p><p>While this Mission Tactic is active, each time an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit from your army makes an attack, if a <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Critical</span> <span class="tt kwbu">Hit</span></span> is scored, that attack has the <span class="kwb2 bluefont"><span class="tooltip00284" data-tooltip-content="#tooltip_content00284"><span class="tt kwbu">[PRECISION]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div>|Black Spear Task Force|
000008526|SM|Templar Vows|On the eve of battle, the warriors of a Black Templars crusade gather together to be led in prayer and contemplation by their Chaplains. In their righteous zeal, united in their hatred of the foe, they swear a mighty vow to uphold in the battle ahead.|At the start of the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one of the four Templar Vows below to be active for <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army until the end of the battle.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Suffer Not the Unclean to Live</p><p>Melee weapons equipped by models in this unit have the <span class="kwb2 bluefont"><span class="tooltip00502" data-tooltip-content="#tooltip_content00502"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Uphold the Honour of the Emperor</p><p>Models in this unit have the <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">6+</span></span> ability and a Leadership characteristic of 5+.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Abhor the Witch, Destroy the Witch</p><p>Models in this unit have a 4+ <span class="tooltip00253" data-tooltip-content="#tooltip_content00253"><span class="tt kwbu">invulnerable</span> <span class="tt kwbu">save</span></span> against <span class="tooltip00579" data-tooltip-content="#tooltip_content00579"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">Attacks</span></span> and melee weapons equipped by models in this unit have the <span class="kwb2 bluefont"><span class="tooltip00260" data-tooltip-content="#tooltip_content00260"><span class="tt kwbu">[ANTI-PSYKER</span> <span class="tt kwbu">4+]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Accept Any Challenge, No Matter the Odds</p><p>Melee weapons equipped by models in this unit have the <span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div>|Righteous Crusaders|
000008530|SM|Deeds Worthy of Saga|Legendary deeds in the midst of battle are an intoxicating mead. Those who witness them are inspired to greater feats of daring and valour, determined to prove themselves worthy of their champions.|At the end of each player’s turn, you can select one of the Sagas listed below. If that Saga was completed by your army during that battle round, all <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army gain the associated benefit until the end of the battle. You can only select each Saga once per battle.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">SAGA OF THE WARRIOR BORN</p><p><ul><li>This Saga is completed if one or more <span class="tooltip00379" data-tooltip-content="#tooltip_content00379" data-tooltip-anchor="#tooltip_content00379"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> models from your army <span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">destroyed</span></span> one or more enemy <span class="kwb">CHARACTER</span> models during that turn.</li><li><b>Benefit Once Completed:</b> Melee weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</li></ul></p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">SAGA OF MAJESTY</p><p><ul><li>This Saga is completed if you controlled one or more <span class="tooltip00245" data-tooltip-content="#tooltip_content00245"><span class="tt kwbu">objective</span> <span class="tt kwbu">markers</span></span> in your opponent’s deployment zone at the end of that turn, and one or more <span class="tooltip00379" data-tooltip-content="#tooltip_content00379" data-tooltip-anchor="#tooltip_content00379"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> models from your army were within range of that objective marker.</li><li><b>Benefit Once Completed:</b> Improve the Objective Control characteristic of <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army by 1.</li></ul></p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">SAGA OF THE BEAR</p><p><ul><li>This Saga is completed if one or more <span class="tooltip00379" data-tooltip-content="#tooltip_content00379" data-tooltip-anchor="#tooltip_content00379"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> models from your army were reduced to below half of their starting number of wounds during that turn, but were not <span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">destroyed</span></span> at the end of that turn.</li><li><b>Benefit Once Completed:</b> <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">6+</span></span> ability.</li></ul></p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">SAGA OF THE BEASTSLAYER</p><p><ul><li>This Saga is completed if one or more <span class="tooltip00379" data-tooltip-content="#tooltip_content00379" data-tooltip-anchor="#tooltip_content00379"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> models from your army <span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">destroyed</span></span> one or more enemy <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> models during that turn.</li><li><b>Benefit Once Completed:</b> Melee weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00502" data-tooltip-content="#tooltip_content00502"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</li></ul></p></td></tr></tbody></tbody></table></div>|Champions of Russ|
000008770|SM|Grim Resolve|The Dark Angels are renowned for their unshakeable resolve, enduring tenacity and strict discipline in battle. They are tactically astute, able to prosecute their wars on any front. On the offence, they strike with all the martial pride of the Lion, while in defence they are stalwart, determined to accomplish their mission no matter the cost.|While an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit from your army is <span class="tooltip00028" data-tooltip-content="#tooltip_content00028"><span class="tt kwbu">Battle-shocked</span></span>, change the Objective Control characteristic of models in that unit to 1, instead of 0.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.|Unforgiven Task Force|
000008773|SM|Vowed Target|Whether its true significance is kept a secret or not, there is a singular prize here that the Inner Circle have come to either secure or destroy. They will pursue this strategic objective with cold ferocity.|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one <span class="tooltip00245" data-tooltip-content="#tooltip_content00245"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span>. Until the start of your next Command phase, that objective marker is your Vowed objective marker. Each time a <span class="tooltip00344" data-tooltip-content="#tooltip_content00344" data-tooltip-anchor="#tooltip_content00344"><span class="kwb kwbu">DEATHWING</span> <span class="kwb kwbu">INFANTRY</span></span> unit from your army makes an attack that targets a unit within range of your Vowed objective marker, add 1 to the <span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.|Inner Circle Task Force|
000008777|SM|Masters Of Manoeuvre|The Ravenwing are fearsome and daring hunters, relentless in pursuit and furious on the assault When they lead the Dark Angels to war they inspire their battle-brothers with their strategic and tactical mastery of high-speed warfare, knightly bike-mounted venators leading every charge and rapidly outmanoeuvring the foe.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army are eligible to shoot in a turn in which they <span class="tooltip00504" data-tooltip-content="#tooltip_content00504"><span class="tt kwbu">Advanced</span></span> or <span class="tooltip00019" data-tooltip-content="#tooltip_content00019"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.<br><br><span class="hi_custom">KEYWORDS</span><br><a class="kwbOne" href="/wh40k10ed/factions/space-marines/Outrider-Squad"><span class="kwb kwbo">OUTRIDER</span> <span class="kwb kwbo">SQUAD</span></a> units from your army gain the <span class="tooltip00345" data-tooltip-content="#tooltip_content00345" data-tooltip-anchor="#tooltip_content00345"><span class="kwb kwbu">BATTLELINE</span></span> keyword.|Company of Hunters|
000008441|TAU|Patient Hunter|The tactical philosophy known as the Kauyon allows for T’au commanders to draw the enemy into a deadly trap, springing it at the perfect moment to deliver a storm of fatal strikes against which none can escape.|From the third <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> onwards, all ranged weapons equipped by <span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability, or the <span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">2]</span></span></span> ability instead while targeting their unit’s <span class="tooltip00126" data-tooltip-content="#tooltip_content00126"><span class="tt kwbu">Spotted</span></span> unit.|Kauyon|
000008810|TAU|Killing Blow|Mont’ka is the most aggressive style of T’au warfare. Its singular focus is the art of identifying a target of opportunity and attacking it swiftly with an overwhelming application of force.|During the first, second and third <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle rounds</a>, ranged weapons equipped by <span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00501" data-tooltip-content="#tooltip_content00501"><span class="tt kwbu">[ASSAULT]</span></span></span> ability. During the first, second and third battle rounds, while a unit is a <span class="tooltip00126" data-tooltip-content="#tooltip_content00126"><span class="tt kwbu">Guided</span> <span class="tt kwbu">unit</span></span>, its ranged weapons have the <span class="kwb2 bluefont"><span class="tooltip00502" data-tooltip-content="#tooltip_content00502"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.|Mont’ka|
000008814|TAU|Bonded Heroes|Cadres of T’au Battlesuit pilots fight in a manner inspired by the dynamism and determination of famous and beloved war leaders. Indeed, some of the specialist piloting manoeuvres they employ are named after such icons, in a few rare - and sometimes unofficial - cases even after those who have since fallen far from favour with the Ethereal Council. Either way, these bonded veterans are experts in the deadly art of engaging the enemy in close confines. They plunge into the heart of the enemy army where the fighting is fiercest, and prevail in the name of the Greater Good.|Each time a <span class="tooltip00324" data-tooltip-content="#tooltip_content00324" data-tooltip-anchor="#tooltip_content00324"><span class="kwb kwbu">T’AU</span> <span class="kwb kwbu">EMPIRE</span> <span class="kwb kwbu">BATTLESUIT</span></span> model from your army makes a ranged attack that targets a unit within 12", improve the Strength characteristic of that attack by 1. If that attack targets a unit within 6", improve the Armour Penetration characteristic of that attack by 1 as well.|Retaliation Cadre|
000008818|TAU|Hunter’s Instincts|The Kroot naturally predate upon weakened foes, drawn by the scent of spilled blood and viscera.|Each time a <span class="tooltip00115" data-tooltip-content="#tooltip_content00115" data-tooltip-anchor="#tooltip_content00115"><span class="kwb kwbu">KROOT</span></span> model from your army makes an attack, add 1 to the <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> if the target of that attack is below its <span class="tooltip00573" data-tooltip-content="#tooltip_content00573"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span>, and add 1 to the <span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> as well if the target of that attack is <span class="tooltip00561" data-tooltip-content="#tooltip_content00561"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>.|Kroot Hunting Pack|
000008819|TAU|Skirmish Fighters|Though ill-suited to protracted warfare, the Kroot are experts at light, swift skirmishing. Here their fieldcraft and wiry natural agility help them to evade the hostile attentions of their foes.|<span class="tooltip00115" data-tooltip-content="#tooltip_content00115" data-tooltip-anchor="#tooltip_content00115"><span class="kwb kwbu">KROOT</span></span> models from your army have a 6+ <span class="tooltip00253" data-tooltip-content="#tooltip_content00253"><span class="tt kwbu">invulnerable</span> <span class="tt kwbu">save</span></span> against melee attacks and a 5+ invulnerable save against ranged attacks.|Kroot Hunting Pack|
000008820|TAU|KEYWORDS||If you select this Detachment, <a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Kroot-Carnivores"><span class="kwb kwbo">KROOT</span> <span class="kwb kwbo">CARNIVORE</span></a> units from your army have the <a href="/wh40k10ed/factions/t-au-empire/#Battleline">Battleline</a> keyword.|Kroot Hunting Pack|
000008425|TS|Kindred Sorcery|For an instant, the chanting voices of the Thousand Sons achieve perfect synchronisation, words of malign incantation rolling out like the peal of some cursed bell amidst the empyrean.|In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one of the abilities listed below to take effect until the start of your next Command phase.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">MALEVOLENT CHARGE</p><p><span class="tooltip00579" data-tooltip-content="#tooltip_content00579"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">weapons</span></span> equipped by <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00502" data-tooltip-content="#tooltip_content00502"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">PSYCHIC MAELSTROM</p><p><span class="tooltip00579" data-tooltip-content="#tooltip_content00579"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">weapons</span></span> equipped by <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">WRATH OF THE IMMATERIUM</p><p><span class="tooltip00579" data-tooltip-content="#tooltip_content00579"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">weapons</span></span> equipped by <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00293" data-tooltip-content="#tooltip_content00293"><span class="tt kwbu">[DEVASTATING</span> <span class="tt kwbu">WOUNDS]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div>|Cult of Magic|
000008356|TYR|Hyper-adaptations|Every warrior organism in the Tyranid race is fashioned by the ineffable alien will of the Hive Mind. Their flesh and chitin is endlessly mutable, honed into whatever form will prove most lethal to the prey.|At the start of the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one of the following Hyper-adaptations to be active for <span class="kwb">TYRANIDS</span> units from your army until the end of the battle:<br><br><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Swarming Instincts</p><p>Each time a <span class="kwb">TYRANIDS</span> model with this Hyper-adaptation makes an attack that targets an <span class="kwb">INFANTRY</span> or <span class="kwb">SWARM</span> unit, that attack has the <span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Hyper-aggression</p><p>Each time a <span class="kwb">TYRANIDS</span> model with this Hyper-adaptation makes an attack that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, that attack has the <span class="kwb2 bluefont"><span class="tooltip00502" data-tooltip-content="#tooltip_content00502"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Hive Predators</p><p>Each time a <span class="kwb">TYRANIDS</span> model with this Hyper-adaptation makes an attack that targets a <span class="kwb">CHARACTER</span> unit, on a <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Critical</span> <span class="tt kwbu">Hit</span></span>, that attack has the <span class="kwb2 bluefont"><span class="tooltip00284" data-tooltip-content="#tooltip_content00284"><span class="tt kwbu">[PRECISION]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div>|Invasion Fleet|
000008403|TYR|Enraged Behemoths|In their efforts to lay the monstrous beasts of a Crusher Stampede low, the prey only succeed in further enraging the rampaging monsters. The surviving beasts are driven to fight with greater fury the more of their number that fall.|Each time a <span class="tooltip00120" data-tooltip-content="#tooltip_content00120" data-tooltip-anchor="#tooltip_content00120"><span class="kwb kwbu">TYRANIDS</span> <span class="kwb kwbu">MONSTER</span></span> model from your army makes an attack, add 1 to the <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> if that model’s unit is below its <span class="tooltip00573" data-tooltip-content="#tooltip_content00573"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span>, and add 1 to the <span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> as well if that model’s unit is <span class="tooltip00561" data-tooltip-content="#tooltip_content00561"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>.|Crusher Stampede|
000008407|TYR|Insurmountable Odds|When Hormagaunts, Termagants and other such expendable warrior organisms attack en masse they make up for their comparative fragility with sheer numbers. Coupled with the speed and ferocity of their onslaught - which only seems to increase as the prey try to gun the creatures down or drive them back - the gathered broods soon overrun even the most determined defenders.|Each time an enemy unit is selected to shoot, after that unit has finished making its attacks, if one or more models from one or more <span class="tooltip00328" data-tooltip-content="#tooltip_content00328" data-tooltip-anchor="#tooltip_content00328"><span class="kwb kwbu">ENDLESS</span> <span class="kwb kwbu">MULTITUDE</span></span> units from your army were <span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">destroyed</span></span> as a result of those attacks, each such unit can make a Surge move. To do so, roll one D6: that unit can be moved a distance in inches up to the result, but that unit must end that move as close as possible to the closest enemy unit (excluding <a href="/wh40k10ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a>). When doing so, those models can be moved within <span class="tooltip00185" data-tooltip-content="#tooltip_content00185"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of enemy units. A unit cannot make a Surge move while it is <span class="tooltip00028" data-tooltip-content="#tooltip_content00028"><span class="tt kwbu">Battle-shocked</span></span>.|Unending Swarm|
