datasheet_id|line|name|M|T|Sv|inv_sv|inv_sv_descr|W|Ld|OC|base_size|base_size_descr|
000001114|1|Bloodletters|6"|4|7+|5||1|7+|2|32mm||
000001115|1|Bloodcrushers|10"|7|4+|4||4|7+|2|90 x 52mm||
000001116|1|Skull Cannon|8"|9|4+|4||9|7+|3|120 x 92mm||
000001117|1|Kairos Fateweaver|12"|10|6+|4||20|6+|5|100mm||
000001118|1|The Changeling|6"|3|7+|4||5|7+|1|40mm||
000001119|1|The Blue Scribes|12"|4|6+|4||6|8+|2|60mm flying base||
000001120|1|Lord Of Change|12"|10|6+|4||18|6+|5|100mm||
000001125|1|Flamers|9"|4|7+|4||3|7+|1|32mm||
000001126|1|Exalted Flamer|9"|4|7+|4||6|7+|1|75 x 42mm||
000001127|1|Screamers|14"|4|6+|4||3|7+|1|32mm flying base||
000001128|1|Burning Chariot|12"|8|7+|4||9|7+|3|120 x 92mm||
000001129|1|Epidemius|5"|5|6+|5||8|7+|2|60mm||
000001130|1|Great Unclean One|7"|12|5+|4||20|6+|5|130mm||
000001132|1|Plaguebearers|5"|5|7+|5||2|7+|2|32mm||
000001133|1|Nurglings|5"|3|7+|6||4|8+|0|40mm||
000001134|1|Beasts Of Nurgle|6"|9|6+|5||7|7+|2|60mm||
000001135|1|Plague Drones|10"|8|6+|5||5|7+|2|60mm||
000001136|1|The Masque Of Slaanesh|9"|3|7+|4||4|7+|1|32mm||
000001137|1|Keeper Of Secrets|14"|10|5+|4||18|6+|5|100mm||
000001138|1|Tranceweaver|9"|3|7+|5||3|7+|1|25mm||
000001139|1|Herald Of Slaanesh On Steed Of Slaanesh|14"|4|7+|5||4|7+|2|60 x 35mm||
000001141|1|Tormentbringer On Exalted Seeker Chariot|14"|6|5+|4||12|7+|3|120 x 92mm||
000001142|1|Daemonettes|9"|3|7+|5||1|7+|2|25mm||
000001143|1|Fiends|12"|5|7+|5||4|7+|2|75 x 42mm||
000001144|1|Hellflayer|14"|6|5+|4||7|7+|3|120 x 92mm||
000001145|1|Seekers|14"|4|7+|5||2|7+|1|60 x 35mm||
000001146|1|Seeker Chariot|14"|6|5+|4||7|7+|3|120 x 92mm||
000001147|1|Exalted Seeker Chariot|14"|6|5+|4||12|7+|5|120 x 92mm||
000001148|1|Be’lakor|12"|10|4+|4||18|6+|5|100mm||
000001149|1|Daemon Prince Of Chaos|8"|10|2+|4||10|6+|3|60mm||
000001150|1|Furies|12"|3|7+|5||1|8+|1|25mm||
000001151|1|Soul Grinder|8"|11|3+|4||14|7+|5|160mm||
000001153|1|Cerberus|10"|12|2+|-||18|6+|6|Use model||
000001154|1|Vanguard Veteran Squad|6"|4|3+|-||2|6+|1|32mm||
000001156|1|Invictor Tactical Warsuit|8"|8|3+|-||12|6+|4|90mm||
000001157|1|Intercessor Squad|6"|4|3+|-||2|6+|2|32mm||
000001158|1|Invader Atv|12"|5|3+|-||8|6+|2|Use model||
000001159|1|Incursor Squad|6"|4|3+|-||2|6+|1|32mm||
000001160|1|Scout Squad|6"|4|4+|-||2|6+|1|28mm||
000001161|1|Sicaran Arcus|10"|11|2+|-||14|6+|4|Use model||
000001162|1|Sergeant Telion|6"|4|4+|-||3|6+|1|25mm||
000001163|1|Sicaran Omega|10"|11|2+|-||14|6+|4|Use model||
000001164|1|Thunderfire Cannon|3"|6|2+|-||6|6+|2|Use model||
000001165|1|Bladeguard Ancient|6"|4|3+|4||4|6+|1|40mm||
000001166|1|Company Veterans On Bikes|12"|5|3+|-||2|6+|2|75 x 25mm||
000001167|1|Company Champion On Bike|12"|5|3+|4||5|6+|2|75 x 25mm||
000001168|1|Land Speeder Tempest|14"|8|3+|-||7|6+|2|60mm flying base||
000001169|1|Land Speeder Tornado|14"|7|3+|-||6|6+|2|60mm flying base||
000001172|1|Captain In Gravis Armour|5"|6|3+|4||6|6+|1|40mm||
000001174|1|Chaplain|6"|4|3+|4||4|5+|1|40mm||
000001175|1|Kratos|10"|12|2+|-||18|6+|6|Use model||
000001177|1|Heavy Intercessor Squad|5"|6|3+|-||3|6+|2|40mm||
000001178|1|Vindicator Laser Destroyer|9"|11|2+|-||11|6+|3|Use model||
000001179|1|Sokar-pattern Stormbird|20+"|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
000001182|1|Ancient On Bike|12"|5|3+|-||5|6+|2|75 x 25mm||
000001183|1|Terminator Squad|5"|5|2+|4||3|6+|1|40mm||
000001184|1|Terminus Ultra|10"|12|2+|-||16|6+|5|Use model||
000001185|1|Sicaran Battle Tank|10"|11|2+|-||14|6+|4|Use model||
000001188|1|Vindicator|9"|11|2+|-||11|6+|3|Use model||
000001189|1|Mastodon|9"|14|2+|-||30|6+|12|Use model||
000001190|1|Stormtalon Gunship|20+"|8|3+|-||10|6+|0|120 x 92mm flying base||
000001191|1|Stormraven Gunship|20+"|10|3+|-||14|6+|0|120 x 92mm flying base||
000001192|1|Chaplain Venerable Dreadnought|6"|9|2+|5||8|6+|3|60mm||
000001193|1|Centurion Devastator Squad|4"|7|2+|-||4|6+|2|50mm||
000001196|1|Land Raider Banisher|10"|12|2+|-||16|6+|5|Use model||
000001197|1|Grey Knights Thunderhawk Gunship|20+"|12|2+|-||30|6+|0|Use model||
000001199|1|Repressor|12"|10|3+|6||12|7+|2|Use model||
000001237|1|Valkyrie Sky Talon|20+"|10|2+|-||14|7+|0|120 x 92mm flying base||
000001293|1|Blood Slaughterer|12"|9|3+|5||10|6+|3|Use model||
000001294|1|Greater Blight Drone|10"|9|3+|5||10|6+|3|60mm||
000001295|1|Decimator|10"|10|3+|5||12|6+|4|60mm||
000001297|1|Kytan Ravager|10"|12|3+|5||24|6+|10|170 x 109mm||
000001298|1|Greater Brass Scorpion|12"|12|3+|5||26|6+|10|Use model||
000001302|1|Chaos Deimos Predator|10"|10|3+|-||11|6+|3|Use model||
000001310|1|Dreadclaw Drop Pod|12"|7|3+|-||9|6+|2|Use model||
000001311|1|Kharybdis Assault Claw|12"|11|3+|-||20|6+|4|Use model||
000001317|1|Hell Blade|20+"|8|3+|5||10|6+|0|120 x 92mm flying base||
000001318|1|Hell Talon|20+"|9|3+|5||14|6+|0|120 x 92mm flying base||
000001321|1|Chaos Thunderhawk|20+"|12|2+|-||30|6+|0|120 x 92mm flying base||
000001329|1|An'ggrath The Unbound|12"|11|4+|4||24|6+|6|130mm||
000001332|1|Zarakynel|14"|10|5+|4||20|6+|5|105 x 70mm||
000001333|1|Aetaos'rau'keres|12"|10|6+|4||24|6+|6|130mm||
000001336|1|Plague Toads|7"|8|6+|5||4|7+|2|60mm||
000001337|1|Pox Riders|7"|8|6+|5||5|7+|2|60mm||
000001338|1|Spined Chaos Beast|10"|10|4+|5||12|7+|4|No official base size||
000001339|1|Giant Chaos Spawn|10"|8|4+|5||10|7+|3|100mm||
000001340|1|Scabeiathrax The Bloated|7"|12|5+|4||22|6+|5|Use model||
000001344|1|Librarian With Jump Pack|12"|4|3+|-||4|6+|1|25mm||
000001345|1|Lieutenant In Reiver Armour|6"|4|3+|-||4|6+|1|40mm||
000001346|1|Lieutenant|6"|4|3+|-||4|6+|1|40mm||
000001347|1|Land Raider Prometheus|10"|12|2+|-||16|6+|5|Use model||
000001348|1|Librarian On Bike|12"|5|3+|-||5|6+|2|75 x 25mm||
000001354|1|Lucius The Eternal|6"|4|3+|4||5|6+|1|25mm||
000001355|1|Exalted Champion|6"|4|3+|-||4|6+|1|40mm||
000001360|1|Grand Master In Nemesis Dreadknight|8"|8|2+|4||13|6+|4|120 x 92mm||
000001361|1|Brotherhood Librarian|5"|5|2+|4||5|6+|1|40mm||
000001362|1|Brotherhood Chaplain|5"|5|2+|4||5|5+|1|40mm||
000001363|1|Grey Knights Stormhawk Interceptor|20+"|9|3+|-||10|6+|0|120 x 92mm flying base||
000001364|1|Grey Knights Stormtalon Gunship|20+"|8|3+|-||10|6+|0|120 x 92mm flying base||
000001367|1|Foul Blightspawn|5"|5|3+|-||4|6+|1|40mm||
000001368|1|Biologus Putrifier|5"|5|3+|-||4|6+|1|40mm||
000001369|1|Plague Surgeon|5"|5|3+|-||4|6+|1|40mm||
000001370|1|Tallyman|5"|5|3+|-||4|6+|1|40mm||
000001371|1|Deathshroud Terminators|4"|6|2+|4||3|6+|1|40mm||
000001372|1|Blightlord Terminators|4"|6|2+|4||3|6+|1|40mm||
000001374|1|Myphitic Blight-haulers|10"|9|3+|5||10|6+|3|80mm||
000001376|1|Plagueburst Crawler|10"|10|2+|5||12|6+|4|Use model||
000001377|1|Mortarion|10"|12|2+|4||16|5+|6|100mm||
000001383|1|Mukaali Riders|8"|6|4+|-||5|7+|2|40mm||
000001385|1|Grot Bomm Launcha|12"|6|4+|6||6|7+|2|Use model||
000001386|1|Attack Fighta|20+"|9|3+|6||10|7+|0|120 x 92mm flying base||
000001387|1|Fighta-bommer|20+"|9|3+|6||12|7+|0|120 x 92mm flying base||
000001388|1|Deff Rolla Battle Fortress|10"|12|3+|6||22|7+|8|Use model||
000001389|1|Kill Krusha|10"|12|3+|6||22|7+|8|Use model||
000001390|1|Raven Strike Fighter|20+"|8|4+|5||10|6+|0|120 x 92mm flying base||
000001391|1|Knarloc Riders|7"|5|5+|-||4|7+|2|65mm||
000001392|1|Great Knarloc|9"|8|4+|-||10|7+|3|65mm||
000001393|1|Firestorm|14"|9|3+|-||12|6+|3|60mm flying base||
000001394|1|Ministorum Priest|6"|3|6+|4||3|7+|1|25mm||
000001396|1|Tech-Priest Enginseer|6"|4|3+|5||3|7+|1|32mm||
000001397|1|Munitorum Servitors|6"|3|4+|6||1|8+|0|25mm||
000001398|1|Ogryn Bodyguard|6"|6|5+|-||6|7+|1|40mm||
000001400|1|Bonesinger|7"|3|6+|4||3|6+|1|25mm||
000001406|1|Sly Marbo|6"|3|5+|-||4|7+|1|32mm||
000001423|1|Ravenwing Talonmaster|16"|7|3+|5||6|6+|2|65mm||
000001446|1|Trajann Valoris|6"|6|2+|4||7|5+|2|40mm||
000001447|1|Shield-captain|6"|6|2+|4||6|6+|2|40mm||
000001448|1|Shield-captain In Allarus Terminator Armour|5"|7|2+|4||7|6+|2|40mm||
000001449|1|Shield-captain On Dawneagle Jetbike|12"|7|2+|4||8|6+|2|75 x 42mm|May use 60mm flying base instead|
000001450|1|Custodian Wardens|6"|6|2+|4||3|6+|2|40mm||
000001453|1|Allarus Custodians|5"|7|2+|4||4|6+|2|40mm||
000001454|1|Vertus Praetors|12"|7|2+|4||5|6+|2|75 x 42mm|May use 60mm flying base instead|
000001455|1|Bloodmaster|6"|4|5+|4||4|7+|1|40mm||
000001456|1|Skullmaster|10"|7|4+|4||6|7+|2|60mm||
000001458|1|Contemptor-achillus Dreadnought|6"|9|2+|5||10|6+|3|60mm||
000001460|1|Caladius Grav-tank|10"|11|2+|5||14|6+|4|170 x 109mm||
000001461|1|Coronus Grav-carrier|12"|12|2+|5||16|6+|5|Use model||
000001462|1|Changecaster|6"|3|6+|4||3|7+|1|32mm||
000001463|1|Fateskimmer|12"|7|6+|4||9|7+|3|120 x 92mm||
000001464|1|Fluxmaster|12"|4|6+|4||4|7+|1|60mm flying base||
000001465|1|Rotigus|7"|12|5+|4||22|6+|5|130mm||
000001466|1|Horticulous Slimux|6"|10|3+|4||10|7+|2|105 x 70mm||
000001467|1|Poxbringer|5"|5|7+|5||5|7+|1|32mm||
000001468|1|Sloppity Bilepiper|5"|5|7+|5||5|7+|1|32mm||
000001469|1|Spoilpox Scrivener|5"|5|7+|5||5|6+|1|40mm||
000001470|1|Feculent Gnarlmaw|-|9|4+|-||9|7+|0|Use model||
000001472|1|Tzaangor Shaman|10"|4|5+|6||4|7+|1|40mm||
000001474|1|Tzaangor Enlightened|10"|4|5+|6||2|7+|2|40mm||
000001476|1|Mutalith Vortex Beast|10"|10|4+|5||13|6+|4|120 x 92mm||
000001477|1|Commander In Crisis Battlesuit|10"|5|3+|-||5|7+|2|50mm||
000001478|1|Commander In Enforcer Battlesuit|8"|5|2+|-||6|7+|2|60mm||
000001479|1|Telemon Heavy Dreadnought|8"|10|2+|4||12|6+|4|100mm||
000001481|1|Armiger Helverin|12"|10|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|12|7+|8|100mm||
000001482|1|Armiger Warglaive|12"|10|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|12|7+|8|100mm||
000001483|1|Knight Preceptor|10"|12|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|22|6+|10|170 x 109mm||
000001484|1|Canis Rex|10"|12|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|22|5+|10|170 x 109mm||
000001485|1|Knight Castellan|8"|13|2+|5|* This model has a 5+ invulnerable save against ranged attacks.|24|6+|10|170 x 109mm||
000001486|1|Knight Valiant|8"|13|2+|5|* This model has a 5+ invulnerable save against ranged attacks.|24|6+|10|170 x 109mm||
000001509|1|Wulfen Dreadnought|8"|9|2+|-||8|6+|0|60mm||
000001523|1|Scout Sniper Squad|6"|4|4+|-||2|6+|1|25mm||
000001524|1|Sergeant Chronus|6"|4|2+|-||3|6+|1|25mm||
000001525|1|Secutarii Hoplites|6"|3|5+|4||1|7+|1|25mm||
000001526|1|Secutarii Peltasts|6"|3|5+|6||1|7+|1|25mm||
000001527|1|Techmarine On Bike|12"|5|3+|-||5|6+|2|75 x 25mm||
000001533|1|Terrax-pattern Termite|8"|10|3+|-||14|6+|2|Use model||
000001536|1|Big Mek With Shokk Attack Gun|6"|5|4+|-||5|7+|1|40mm||
000001537|1|Deffkilla Wartrike|12"|6|4+|5||9|6+|3|150 x 95mm||
000001538|1|Kustom Boosta-blasta|12"|7|4+|6||9|7+|3|150 x 95mm||
000001539|1|Shokkjump Dragsta|12"|7|4+|6||9|7+|3|150 x 95mm||
000001540|1|Boomdakka Snazzwagon|12"|7|4+|6||9|7+|3|150 x 95mm||
000001541|1|Megatrakk Scrapjet|12"|7|4+|6||9|7+|3|150 x 95mm||
000001542|1|Rukkatrukk Squigbuggy|12"|7|4+|6||9|7+|3|150 x 95mm||
000001545|1||-|9|4+|-||10|7+|0|Use model||
000001546|1|Abominant|6"|6|5+|-||5|7+|1|40mm||
000001553|1|Preacher|6"|3|6+|4||3|7+|1|32mm||
000001556|1|Haarken Worldclaimer|12"|4|3+|4||5|6+|1|40mm||
000001557|1|Contemptor-galatus Dreadnought|6"|9|2+|4||10|6+|3|60mm||
000001558|1|Aquilon Custodians|5"|7|2+|4||4|6+|2|50mm||
000001559|1|Custodian Guard With Adrasite And Pyrithite Spears|6"|6|2+|4||3|6+|2|40mm||
000001560|1|Agamatus Custodians|12"|6|2+|4||4|6+|2|60mm flying base||
000001561|1|Venatari Custodians|10"|6|2+|4||3|6+|2|40mm||
000001562|1|Pallas Grav-attack|12"|8|2+|5||9|6+|2|105 x 70mm|May use 50mm base instead|
000001563|1|Sagittarum Custodians|6"|6|2+|4||3|6+|2|40mm||
000001564|1|Orion Assault Dropship|20+"|12|2+|5||22|6+|0|160mm||
000001565|1|Jackal Alphus|12"|4|5+|-||4|7+|1|60 x 35mm||
000001567|1|Clamavus|6"|3|5+|-||3|6+|1|32mm||
000001568|1|Locus|6"|4|5+|4||3|7+|1|32mm||
000001569|1|Sanctus|6"|3|5+|5||3|7+|1|32mm||
000001570|1|Kelermorph|6"|3|5+|5||3|7+|1|32mm||
000001571|1|Nexos|6"|3|5+|-||3|7+|1|40mm||
000001572|1|Biophagus|6"|3|5+|-||3|7+|1|25mm|Alchemicus familiar 25mm|
000001573|1|Achilles Ridgerunners|12"|7|3+|-||8|7+|3|120 x 92mm||
000001574|1|ATALAN JACKAL|12"|4|5+|-||2|7+|1|60 x 35mm||
000001574|2|ATALAN WOLFQUAD|12"|4|5+|-||4|7+|1|60mm||
000001576|1|Tectonic Fragdrill|-|11|3+|-||14|7+|0|Use model||
000001577|1|Seraptek Heavy Construct|10"|12|3+|5||24|7+|10|Use model||
000001579|1|Inquisitor Eisenhorn|6"|3|4+|5||4|6+|1|32mm||
000001580|1|Tech-priest Manipulus|6"|4|2+|5||4|7+|1|50mm||
000001581|1|Master Of Possession|8"|4|3+|5||4|6+|1|40mm||
000001583|1|Lord Discordant On Helstalker|10"|9|2+|5||10|6+|4|120 x 92mm||
000001584|1|Master Of Executions|6"|4|3+|-||4|6+|1|40mm||
000001586|1|Venomcrawler|12"|9|3+|5||9|6+|3|100mm||
000001587|1|Noctilith Crown|-|11|3+|-||14|6+|0|Use model||
000001588|1|Skull Altar|-|12|3+|-||10|7+|0|Use model||
000001589|1|Infernal Enrapturess|9"|3|7+|5||3|7+|1|60 x 35mm||
000001596|1|Rein And Raus|6"|2|6+|-||1|8+|1|25mm||
000001598|1|Amallyn Shadowguide|7"|3|5+|4||3|6+|1|32mm||
000001600|1|Rogue Psyker|6"|3|5+|-||3|7+|1|32mm||
000001601|1|Negavolt Cultists|6"|3|7+|5||1|7+|1|32mm||
000001603|1|Spindle Drones|6"|4|4+|-||2|6+|1|25mm||
000001604|1|Fellgor Beastmen|6"|4|5+|-||1|7+|1|32mm||
000001606|1|Assault Intercessor Squad|6"|4|3+|-||2|6+|2|32mm||
000001607|1|Land Raider Achilles|10"|12|2+|4||16|6+|5|Use model||
000001608|1|Land Raider Proteus|12"|12|2+|-||16|6+|5|Use model||
000001609|1|Fire Raptor Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000001610|1|Storm Speeder Thunderstrike|14"|9|3+|-||11|6+|3|90mm||
000001611|1|Chief Librarian Tigurius|6"|4|3+|4||4|6+|1|40mm||
000001630|1|Ambull|6"|8|3+|-||8|8+|3|50mm||
000001647|1|Contorted Epitome|9"|6|5+|4||8|7+|2|75 x 42mm||
000001648|1|Shalaxi Helbane|14"|10|5+|4||20|6+|5|100mm||
000001649|1|Syll’esske|9"|6|6+|4||9|6+|2|50mm||
000001650|1|Skorpius Dunerider|12"|9|3+|-||11|7+|2|Use model||
000001651|1|Skorpius Disintegrator|10"|10|2+|-||12|7+|3|Use model||
000001658|1|Knight Despoiler|10"|12|3+|5| * This model has a 5+ invulnerable save against ranged attacks|22|6+|10|170 x 109mm||
000001659|1|Knight Tyrant|8"|13|2+|5|* This model has a 5+ invulnerable save against ranged attacks.|24|6+|10|170 x 109mm||
000001660|1|Knight Desecrator|10"|12|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|22|6+|10|170 x 109mm||
000001661|1|Knight Rampager|12"|12|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|22|6+|10|170 x 109mm||
000001662|1|Chaos Acastus Knight Asterius|8"|13|2+|5|* Against ranged attacks only|30|6+|10|Use model||
000001663|1|War Dog Moirax|12"|10|3+|5|* Against ranged attacks only|12|7+|8|100mm||
000001664|1|Acastus Knight Asterius|8"|13|2+|5|* Against ranged attacks only|30|6+|10|Use model||
000001666|1|Falchion|9"|13|2+|-||24|6+|8|Use model||
000001667|1|Gladiator Reaper|10"|10|3+|-||12|6+|3|100mm||
000001668|1|Eliminator Squad|6"|4|3+|-||2|6+|1|40mm||
000001680|1|Ares Gunship|20+"|12|2+|5||22|6+|0|160mm||
000001822|1|X-101|6"|3|4+|-||3|8+|0|32mm||
000001825|1|Gladiator Valiant|10"|10|3+|-||12|6+|3|100mm||
000001991|1|Terrax-pattern Termite|8"|10|3+|-||14|6+|2|Use model||
000001993|1|Da Red Gobbo|6"|2|5+|-||3|7+|1|32mm||
000001994|1|Carnodon|12"|10|2+|-||12|7+|3|Use model||
000001997|1|Death Company Marines|6"|4|3+|-||2|6+|1|32mm||
000002063|1|Triumph Of Saint Katherine|6"|3|3+|4||18|6+|6|120 x 92mm||
000002064|1|Junith Eruita|8"|5|2+|4||8|6+|2|50mm||
000002066|1|Zephyrim Squad|12"|3|3+|5||1|7+|1|32mm||
000002067|1|Mortifiers|8"|6|4+|6||5|7+|2|50mm||
000002068|1|Battle Sanctum|-|11|3+|-||20|7+|0|Use model||
000002076|1|Attack Bike Squad|12"|5|3+|-||5|6+|2|Use model||
000002077|1|Warbringer Nemesis Titan|12"|14|2+|5|* Against ranged attacks only|80|6+|20|Use model||
000002080|1|Big Mek With Kustom Force Field|6"|5|4+|-||4|7+|1|40mm||
000002081|1|Serberys Sulphurhounds|12"|4|4+|5||2|7+|2|60 x 35mm||
000002082|1|Serberys Raiders|12"|4|4+|5||2|7+|2|60 x 35mm||
000002083|1|Pteraxii Sterylizors|12"|4|4+|5||2|7+|1|40mm||
000002084|1|Pteraxii Skystalkers|12"|4|4+|5||2|7+|1|40mm||
000002085|1|Archaeopter Transvector|20+"|9|3+|-||10|7+|0|170 x 109mm||
000002086|1|Archaeopter Stratoraptor|20+"|9|3+|-||10|7+|0|170 x 109mm||
000002087|1|Archaeopter Fusilave|20+"|9|3+|-||10|7+|0|170 x 109mm||
000002088|1|Aleya|6"|3|3+|5||4|6+|1|32mm||
000002090|1|Inquisitor Draxus|6"|3|3+|5||4|6+|1|32mm||
000002092|1|Illuminor Szeras|8"|8|2+|4||9|6+|3|80mm||
000002093|1|The Archivist|5"|6|3+|-||6|7+|2|50mm||
000002098|1|Hellblaster Squad|6"|4|3+|-||2|6+|1|32mm||
000002099|1|Aggressor Squad|5"|6|3+|-||3|6+|1|40mm||
000002100|1|Adrax Agatone|6"|4|2+|4||5|6+|1|40mm||
000002102|1|Land Speeder Typhoon|14"|7|3+|-||6|6+|2|60mm flying base||
000002103|1|Command Squad|6"|4|3+|-||3|6+|1|32mm||
000002105|1|Darnath Lysander|5"|5|2+|4||6|6+|1|40mm||
000002108|1|Plasmancer|5"|4|4+|-||4|6+|1|32mm||
000002109|1|Skorpekh Lord|8"|7|3+|4||7|6+|2|60mm||
000002110|1|Skorpekh Destroyers|8"|6|3+|-||3|7+|2|50mm||
000002111|1|Cryptothralls|5"|4|3+|-||3|8+|1|32mm||
000002112|1|Canoptek Reanimator|8"|6|3+|-||6|7+|3|60mm||
000002114|1|Canoptek Scarab Swarms|10"|2|6+|-||4|8+|0|40mm||
000002115|1|Canoptek Doomstalker|8"|8|3+|4||12|8+|4|90mm||
000002116|1|Lokhust Heavy Destroyers|8"|6|3+|-||4|7+|2|60mm||
000002173|1|Land Raider Redeemer|12"|12|2+|-||16|6+|5|Use model||
000002199|1|MARNEUS CALGAR|6"|6|2+|4||6|6+|1|50mm||
000002199|2|VICTRIX HONOUR GUARD|6"|4|2+|4||3|6+|1|40mm||
000002202|1|Devastator Squad|6"|4|3+|-||2|6+|1|32mm||
000002234|1|Primaris Company Champion|6"|4|3+|-||4|6+|1|32mm||
000002252|1|Spartan|10"|12|2+|-||18|6+|6|Use model||
000002255|1|Sternguard Veteran Squad|6"|4|3+|-||2|6+|1|32mm||
000002258|1|Stalker|9"|11|3+|-||11|6+|3|Use model||
000002266|1|Librarian|6"|4|3+|-||4|6+|1|40mm||
000002267|1|Deathstorm Drop Pod|-|7|3+|-||8|6+|2|Use model||
000002268|1|Deimos Predator|10"|10|3+|-||11|6+|3|Use model||
000002269|1|Deredeo Dreadnought|6"|9|2+|5||12|6+|3|80mm||
000002270|1|Desolation Squad|6"|4|3+|-||2|6+|1|32mm||
000002285|1|Death Company Marines|6"|4|3+|-||2|6+|1|32mm||
000002291|1|Sammael|12"|5|3+|4||7|6+|2|60mm flying base||
000002296|1|Lazarus|6"|4|3+|4||5|6+|1|40mm||
000002302|1|Deathwing Command Squad|5"|5|2+|4||3|6+|1|40mm||
000002350|1|Royal Warden|5"|5|3+|-||4|6+|1|32mm||
000002351|1|Lokhust Lord|8"|6|3+|4||6|6+|2|60mm flying base||
000002352|1|Technomancer|10"|4|4+|-||4|6+|1|50mm||
000002353|1|Psychomancer|5"|4|4+|-||4|6+|1|40mm||
000002354|1|Chronomancer|5"|4|4+|4||4|6+|1|40mm||
000002355|1|Hexmark Destroyer|8"|5|3+|-||5|6+|1|50mm||
000002357|1|C’tan Shard Of The Void Dragon|6"|11|4+|4||12|6+|4|80mm||
000002358|1|Ophydian Destroyers|10"|5|4+|-||3|7+|2|50mm||
000002359|1|Lokhust Destroyers|8"|6|3+|-||3|7+|2|60mm flying base||
000002360|1|SZAREKH|8"|10|2+|4||16|6+|6|100mm||
000002360|2|TRIARCHAL MENHIR|8"|10|2+|4||5|6+|1|50mm||
000002361|1|Convergence Of Dominion|-|9|3+|-||7|8+|0|Use model||
000002362|1|Tomb Citadel Walls|-|13|2+|5||50|7+|0|Use model||
000002363|1|Guardian Drone|5"|7|3+|-||7|6+|2|50mm||
000002374|1|GRENADIER|6"|3|4+|-||1|7+|2|25mm||
000002374|2|HEAVY WEAPONS TEAM|6"|3|4+|-||2|7+|1|60mm||
000002375|1|QUARTERMASTER REVENANT|6"|3|4+|-||3|7+|1|25mm||
000002375|2|MEDICAE SERVITOR|6"|3|4+|-||1|8+|0|25mm||
000002377|1|Elysian Sniper Squad|6"|3|5+|-||2|7+|2|60mm||
000002378|1|Death Rider Commissar|12"|4|4+|5||4|6+|1|40mm||
000002379|1|Storm Chimera|10"|9|3+|-||11|7+|2|Use model||
000002385|1|Death Korps Marshal|6"|3|5+|5||4|7+|1|25mm||
000002386|1|Death Rider Squadron Commander|12"|4|4+|5||5|7+|1|40mm||
000002389|1|Death Rider Squadron|12"|4|4+|-||2|7+|1|40mm||
000002453|1|Mega Dread|8"|10|2+|6||16|7+|5|Use model||
000002459|1||-|12|3+|-||14|6+|0|Use model||
000002460|1|Lord Of Virulence|4"|6|2+|4||6|6+|1|50mm||
000002461|1|Death Guard Predator Destructor|10"|10|3+|-||11|6+|4|Use model||
000002462|1|Miasmic Malignifier|-|10|3+|-||12|6+|0|Use model||
000002468|1|Deathwing Strikemaster|5"|5|2+|4||5|6+|1|40mm||
000002471|1|Court Of The Archon|8"|3|5+|5||2|6+|1|25mm|Sslyth 40mm|
000002472|1|Palatine|6"|3|3+|4||4|7+|1|32mm||
000002473|1|Tor Garadon|5"|6|3+|4||6|6+|1|40mm||
000002477|1|Technoarcheologist|6"|4|3+|5||3|7+|1|32mm||
000002478|1|Skitarii Marshal|6"|3|4+|5||3|6+|1|32mm||
000002479|1|Morvenn Vahl|8"|7|2+|4||8|6+|3|60mm||
000002480|1|AESTRED THURGA|6"|3|2+|4||4|6+|1|32mm||
000002480|2|AGATHAE DOLAN|6"|3|6+|4||3|7+|1|25mm||
000002481|1|Celestian Sacresants|6"|3|3+|4||1|7+|1|32mm||
000002482|1|Dogmata|6"|3|3+|6||3|6+|1|32mm||
000002483|1|Paragon Warsuits|8"|7|2+|4||4|7+|2|50mm||
000002484|1|Castigator|10"|10|3+|6||11|7+|3|Use model||
000002485|1|TANITH GHOST|6"|3|5+|-||2|7+|1|28mm||
000002485|2|IBRAM GAUNT|6"|3|4+|5|Ibram Gaunt only.|3|6+|1|28mm||
000002488|1|Zodgrod Wortsnagga|6"|5|5+|-||5|7+|1|50mm||
000002489|1|Beastboss|6"|5|4+|5||6|6+|1|50mm||
000002490|1|Beastboss On Squigosaur|10"|8|3+|5||8|6+|3|80mm||
000002491|1|Painboss|6"|5|4+|-||4|7+|1|40mm||
000002492|1|Wurrboy|6"|5|5+|-||4|7+|1|32mm||
000002493|1|Mozrog Skragbad|10"|8|3+|4||8|6+|3|80mm||
000002494|1|BEAST SNAGGA BOY|6"|5|5+|-||1|7+|2|32mm||
000002494|2|BEAST SNAGGA NOB|6"|5|5+|-||2|7+|2|32mm||
000002496|1|Squighog Boyz|10"|7|4+|-||3|7+|2|75 x 42mm||
000002496|2|Nob On Smasha Squig|10"|7|4+|-||4|7+|2|90 x 52mm||
000002497|1|Kill Rig|10"|10|3+|-||16|7+|5|170 x 109mm||
000002498|1|Hunta Rig|10"|10|3+|-||16|7+|5|170 x 109mm||
000002499|1|Big’ed Bossbunka|-|10|3+|-||12|7+|0|Use model||
