datasheet_id|line|ability_id|model|name|description|type|parameter|
000000953|3|||Chaos Icon|Each time the bearer’s unit takes a <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a> for the <span class="tooltip00003" data-tooltip-content="#tooltip_content00003"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pacts</span></span> ability, you can re-roll that test.|Wargear||
000000954|1|000008339||||Core|1|
000000954|2|000008359||||Faction||
000000954|3|||Dark Ascension (Aura)|While a friendly <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit is within 6" of this model, each time that unit makes a <span class="tooltip00003" data-tooltip-content="#tooltip_content00003"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pact</span></span>, until the end of the phase, weapons equipped by models in that unit gain both abilities conferred by that pact (instead of only one).|Datasheet||
000000954|4|||Devoted to Destruction|If this model is equipped with two melee weapons in addition to its close combat weapon, add 2 to the Attacks characteristic of those two weapons.|Datasheet||
000000955|1|000008343||||Core||
000000955|2|000008359||||Faction||
000000955|3|||Death Frenzy|Each time a model in this unit is destroyed by a melee attack, if that model has not fought this phase, roll one D6. On a 4+, do not remove it from play; that destroyed model can fight after the attacking model’s unit has finished making its attacks, and is then removed from play.|Datasheet||
000000955|4|||CULT OF DESTRUCTION|For the purposes of <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarking</a> within <span class="tooltip00431" data-tooltip-content="#tooltip_content00431" data-tooltip-anchor="#tooltip_content00431"><span class="kwb">TRANSPORTS</span></span>, each <span class="kwb">MUTILATOR</span> model counts as one <a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Obliterators"><span class="kwb kwbo">OBLITERATOR</span></a> model.|Special (правая колонка)||
000000956|1|000008339||||Core|D3|
000000956|2|000008334||||Core|2|
000000956|3|000008359||||Faction||
000000956|4|||Self Repair|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, this model regains 1 lost wound.|Datasheet||
000000957|1|000008359||||Faction||
000000957|2|||Outmanoeuvre|Each time a model in this unit makes a melee attack, if this unit made a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a> this turn, improve the Strength characteristic of that attack by 1.|Datasheet||
000000957|3|||Chaos Icon|Each time the bearer’s unit takes a <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a> for the <span class="tooltip00003" data-tooltip-content="#tooltip_content00003"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pacts</span></span> ability, you can re-roll that test.|Wargear||
000000958|1|000008343||||Core||
000000958|2|000008359||||Faction||
000000958|3|||Fearsome (Aura)|While an enemy unit is within 6" of this unit, each time that enemy unit takes a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock</a> or <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a>, subtract 1 from the result.|Datasheet||
000000958|4|||Terrifying Assault|At the start of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, each enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more units with this ability must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|Datasheet||
000000959|1|000008343||||Core||
000000959|2|000008359||||Faction||
000000959|3|||Warp Strike|At the end of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if this unit destroyed one or more enemy units this phase and is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, you can remove this unit from the battlefield and place it into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>.|Datasheet||
000000960|1|000008338||||Core|5+|
000000960|2|000008359||||Faction||
000000960|3|||Mind-breaking Mutations (Aura)|While an enemy unit (excluding <span class="kwb">VEHICLE</span> units) is within 3" of this unit, subtract 1 from the Objective Control characteristic of models in that enemy unit.|Datasheet||
000000961|1|000008339||||Core|D3|
000000961|2|000008342||||Core||
000000961|3|000008359||||Faction||
000000961|4|||Airborne Predator|Each time this model makes an attack that targets a unit that can <span class="kwb">FLY</span>, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000962|1|000008339||||Core|D6|
000000962|2|000008359||||Faction||
000000962|3|||Assault Ramp|Each time a unit <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarks</a> from this model after it has made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, that unit is still eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> this turn.|Datasheet||
000000963|1|000008339||||Core|D3|
000000963|2|000008359||||Faction||
000000963|3|||Destructor|Each time a ranged attack made by this model targets an enemy <span class="kwb">INFANTRY</span> unit, improve the Armour Penetration characteristic of that attack by 1.|Datasheet||
000000964|1|000008339||||Core|D3|
000000964|2|000008359||||Faction||
000000964|3|||Siege Shield|When making ranged attacks with its demolisher cannon, this model can target enemy units within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit rolls</a> for being within Engagement Range of one or more enemy units.|Datasheet||
000000965|1|000008343||||Core||
000000965|2|000008359||||Faction||
000000965|3|||Warp Rift Firepower|Once per battle, when this unit makes a <span class="tooltip00003" data-tooltip-content="#tooltip_content00003"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pact</span></span>, it can use this ability. If it does, until the end of the phase, ranged weapons models in this unit are equipped with have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Indirect-Fire">[INDIRECT FIRE]</a></span> ability.|Datasheet||
000000966|1|000008359||||Faction||
000000966|2|||Stabilisation Talons|Each time a model in this unit makes an attack with a ranged weapon, you can ignore any or all modifiers to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> and any or all modifiers to the Ballistic Skill characteristic of that weapon.|Datasheet||
000000967|1|000008339||||Core|D3|
000000967|2|000008359||||Faction||
000000967|3|||Daemonic Ordnance|Each time this model is selected to shoot, it can use this ability. If it does, until the end of the phase, its ranged weapons have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Devastating-Wounds">[DEVASTATING WOUNDS]</a></span> and <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Hazardous">[HAZARDOUS]</a></span> abilities.|Datasheet||
000000968|1|000008339||||Core|D3|
000000968|2|000008359||||Faction||
000000968|3|||Siege Crawler|You can ignore any or all modifiers to this model’s Move characteristic and to <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> and <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge rolls</a> made for it.|Datasheet||
000000969|1|000008339||||Core|D3|
000000969|2|000008359||||Faction||
000000969|3|||Daemonforge|Once per <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, one unit from your army with this ability can be targeted with the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Counter-offensive</a> Stratagem for 0CP, even if you have already targeted a different unit with that Stratagem this phase.|Datasheet||
000000969|4|||Scuttling Walker|Each time this model makes a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a> or <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> move, it can be moved over friendly <span class="kwb">MONSTER</span> and <span class="kwb">VEHICLE</span> models as if they were not there. This model can move over <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain features</a> that are 4" or less in height as if they were not there.|Datasheet||
000000970|1|000008339||||Core|D6+2|
000000970|2|000008359||||Faction||
000000970|3|||Plough Through the Enemy|In the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, after this model has finished making its attacks, if this model destroyed one or more enemy units this phase, each enemy unit within 6" of this model must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|Datasheet||
000001016|1|000008346||||Core||
000001016|2|000008424||||Faction|1|
000001016|3|||Empyric Guidance (Psychic)|While this model is leading a unit, weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.|Datasheet||
000001016|4|||Illusions of Tzeentch (Psychic)|While this model is leading a unit, that unit can only be selected as the target of a ranged attack if the attacking model is within 18".|Datasheet||
000001017|1|000008343||||Core||
000001017|2|000008346||||Core||
000001017|3|000008424||||Faction|2|
000001017|4|||Empyric Guidance (Psychic)|While this model is leading a unit, weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.|Datasheet||
000001017|5|||Marked by Fate (Psychic)|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, you can select one enemy unit within 18" of and visible to this model. Until the end of the turn, each time a friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> model makes an attack that targets that unit, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1.|Datasheet||
000001019|1|000008344||||Core|6"|
000001019|2|||Pawns of Fate|Each time this unit destroys an enemy unit, roll one D6: on a 2+, you gain 1CP. When this unit is destroyed, roll one D6: on a 2+, you gain 1CP.|Datasheet||
000001020|1|000008424||||Faction|1*|
000001020|2||||<i>*Aspiring Sorcerer model only</i>|Faction||
000001020|3|||Bringers of Change|Each time a model in this unit makes a ranged attack, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> of 1. If the target of that attack is within range of an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> you do not control, you can re-roll the Wound roll instead.|Datasheet||
000001020|4|||Icon of Flame|Each time a model in the bearer’s unit makes a ranged attack, if a <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Critical Wound</a> is scored, improve the Armour Penetration characteristic of that attack by 1.|Wargear||
000001021|1|000008339||||Core|1|
000001021|2|||Arcane Knowledge Amidst Babbling Insanity (Aura)|Each time a friendly <span class="tooltip00227" data-tooltip-content="#tooltip_content00227" data-tooltip-anchor="#tooltip_content00227"><span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> <span class="kwb">PSYKER</span></span> model within 9" of this model is selected to use a <span class="tooltip01058" data-tooltip-content="#tooltip_content01058"><span class="tt kwbu">Ritual</span></span>, you gain 1 <span class="tooltip01058" data-tooltip-content="#tooltip_content01058"><span class="tt kwbu">Cabal</span> <span class="tt kwbu">point</span></span>.|Datasheet||
000001021|3|||Helbrute Fists|If this model is equipped with two Helbrute fists, those weapons have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Twin-linked">[TWIN-LINKED]</a></span> ability.|Datasheet||
000001022|1|000008339||||Core|D3|
000001022|2|000008334||||Core|2|
000001022|3|||Self Repair|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, this model regains 1 lost wound.|Datasheet||
000001023|1|000008338||||Core|5+|
000001023|2|||Regenerating Monstrosities|At the start of each player’s <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, one model in this unit regains up to D3 lost wounds.|Datasheet||
000001024|1|000008339||||Core|D3|
000001024|2|000008342||||Core||
000001024|3|||Flame-wreathed|Each time this model ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, you can select one enemy unit it moved over during that move. Until the end of the turn, models in that unit cannot have the <a href="/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover">Benefit of Cover</a>.|Datasheet||
000001025|1|000008339||||Core|D6|
000001025|2|||Assault Ramp|Each time a unit <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarks</a> from this <a href="/wh40k10ed/the-rules/core-rules/#Transports">Transport</a> after it has made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, that unit is still eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> this turn.|Datasheet||
000001026|1|000008339||||Core|D3|
000001026|2|||Destructor|Each time this model makes a ranged attack that targets an <span class="kwb">INFANTRY</span> unit, improve the Armour Penetration characteristic of that attack by 1.|Datasheet||
000001027|1|000008339||||Core|D3|
000001027|2|||Siege Shield|When making ranged attacks with its demolisher cannon, this model can target enemy units within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit rolls</a> for being within Engagement Range of one or more enemy units.|Datasheet||
000001028|1|000008339||||Core|D3|
000001028|2|||Blazing Salvoes|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000001029|1|000008339||||Core|D3|
000001029|2|||Prophetic Hunters|You can target this unit with the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Heroic Intervention</a> Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|Datasheet||
000001030|1|000008339||||Core|D3|
000001030|2|||Scuttling Walker|Each time this model makes a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move, it can move over friendly <span class="tooltip00433" data-tooltip-content="#tooltip_content00433" data-tooltip-anchor="#tooltip_content00433"><span class="kwb">MONSTER</span></span> and <span class="tooltip00434" data-tooltip-content="#tooltip_content00434" data-tooltip-anchor="#tooltip_content00434"><span class="kwb">VEHICLE</span></span> models and <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain features</a> that are 4" or less in height as if they were not there.|Datasheet||
000001031|1|000008339||||Core|D6|
000001031|2|000008343||||Core||
000001031|3|000008424||||Faction|4|
000001031|4|||Unearthly Power|At the start of the <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one of the abilities in the Crimson King section (see left). Until the start of the next battle round, this model has that ability.|Datasheet||
000001031|5|||Lord of the Planet of the Sorcerers (Aura)|While a friendly <span class="tooltip00227" data-tooltip-content="#tooltip_content00227" data-tooltip-anchor="#tooltip_content00227"><span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> <span class="kwb">PSYKER</span></span> unit is within 6" of this model, each time a model in that unit makes a <a href="/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities">Psychic Attack</a>, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> and add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000001031|6|||SUPREME COMMANDER|If this model is in your army, it must be your <a href="/wh40k10ed/the-rules/core-rules/#6.-Select-Warlord">Warlord</a>.|Special (правая колонка)||
000001031|7|||Impossible Form (Psychic)|Each time an attack is made against this <span class="kwb">PSYKER</span> (excluding <a href="/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities">Psychic Attacks</a>), subtract 1 from that attack’s Damage characteristic.|Primarch||
000001031|8|||Treason of Tzeentch (Psychic)|At the start of your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, you can select one enemy unit within 24" of and visible to this <span class="kwb">PSYKER</span>. Until the end of the phase, ranged weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Hazardous">[HAZARDOUS]</a></span> ability.|Primarch||
000001031|9|||Time Flux (Aura, Psychic)|While a friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit is within 6" of this <span class="kwb">PSYKER</span>, add 2" to the Move characteristic of models in that unit.|Primarch||
000001032|1|000008346||||Core||
000001032|2|000008424||||Faction|3|
000001032|3|||Rubric Lord|While this model is leading a unit, each time a model in that unit makes an attack, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000001032|4|||Arch-Sorcerer of Tzeentch (Psychic)|Once per battle, you can select this model to use a <span class="tooltip01058" data-tooltip-content="#tooltip_content01058"><span class="tt kwbu">Ritual</span></span> for 0 <span class="tooltip01058" data-tooltip-content="#tooltip_content01058"><span class="tt kwbu">Cabal</span> <span class="tt kwbu">points</span></span>. If you do, all the other rules for using Rituals still apply.|Datasheet||
000001032|5|||AHRIMAN|Your army cannot contain both <span class="kwb">AHRIMAN</span> and <a class="kwbOne" href="/wh40k10ed/factions/thousand-sons/Ahriman-On-Disc-Of-Tzeentch"><span class="kwb kwbo">AHRIMAN</span> <span class="kwb2 kwbo">ON</span> <span class="kwb kwbo">DISC</span> <span class="kwb2 kwbo">OF</span> <span class="kwb kwbo">TZEENTCH</span></a>.|Special (правая колонка)||
000001033|1|000008346||||Core||
000001033|2|000008424||||Faction|2|
000001033|3|||Arcane Shield (Psychic)|While this model is leading a unit, models in that unit have a 4+ <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|Datasheet||
000001033|4|||Rebind Rubricae (Psychic)|In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if this model is leading a unit, you can roll one D6: on a 1, that unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 2-5, you can return 1 destroyed <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Bodyguard</a> model to that unit; on a 6, you can return up to 2 destroyed Bodyguard models to that unit.|Datasheet||
000001034|1|||Herd Banner|You can re-roll <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock tests</a> taken for the bearer’s unit.|Wargear||
000001034|2|||Brayhorn|You can re-roll <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> and <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge rolls</a> made for the bearer’s unit.|Wargear||
000001034|3|||Relic Hunters|At the end of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, roll one D6 for each <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> you control that has one or more units from your army with this ability within range of it: for each 4+, you gain 1 <span class="tooltip01058" data-tooltip-content="#tooltip_content01058"><span class="tt kwbu">Cabal</span> <span class="tt kwbu">point</span></span>.|Datasheet||
000001035|1|000008343||||Core||
000001035|2|000008424||||Faction|1*|
000001035|3||||<i>*Scarab Occult Sorcerer model only</i>|Faction||
000001035|4|||Implacable Guardians|While this unit contains one or more <span class="kwb">PSYKER</span> models, each time an attack is made against this unit, if the Strength characteristic of that attack is greater than this unit’s Toughness characteristic, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000001036|1|000008339||||Core|D3|
000001036|2|000008424||||Faction|2|
000001036|3|||The Weave of Fate (Psychic)|Once per battle, at the start of any phase, you can select one friendly <a class="kwbOne" href="/wh40k10ed/factions/thousand-sons/Rubric-Marines"><span class="kwb kwbo">RUBRIC</span> <span class="kwb kwbo">MARINES</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/thousand-sons/Scarab-Occult-Terminators"><span class="kwb kwbo">SCARAB</span> <span class="kwb kwbo">OCCULT</span> <span class="kwb kwbo">TERMINATORS</span></a> unit within 6" of this model. Until the end of the phase, weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Precision">[PRECISION]</a></span> ability.|Datasheet||
000001036|4|||Glamour of Tzeentch (Aura, Psychic)|While a friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit is within 6" of this model, models in that unit have the <a href="/wh40k10ed/the-rules/core-rules/#_STEALTH">Stealth</a> ability.|Datasheet||
000001037|1|000008346||||Core||
000001037|2|000008396||||Faction||
000001037|3|||Chaos Lord|While this model is leading a unit, each time a model in that unit makes an attack, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1.|Datasheet||
000001037|4|||Desiccation Conduit (Aura)|While an enemy unit is within <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Contagion</span> <span class="tt kwbu">Range</span></span> of this model, at the end of the turn, roll one D6: on a 4+, that enemy unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|Datasheet||
000001038|1|000008343||||Core||
000001038|2|000008346||||Core||
000001038|3|000008396||||Faction||
000001038|4|||Chaos Lord|While this model is leading a unit, each time a model in that unit makes an attack, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1.|Datasheet||
000001038|5|||Desiccation Conduit (Aura)|While an enemy unit is within <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Contagion</span> <span class="tt kwbu">Range</span></span> of this model, at the end of the turn, roll one D6: on a 4+, that enemy unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|Datasheet||
000001041|1|000008343||||Core||
000001041|2|000008346||||Core||
000001041|3|000008396||||Faction||
000001041|4|||Putrescent Vitality (Psychic)|At the start of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, you can roll one D6: on a 1, this <span class="kwb">PSYKER</span>’s unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 2+, until the end of the phase, each time an attack is allocated to a model in this <span class="kwb">PSYKER</span>’s unit, subtract 1 from the Damage characteristic of that attack.|Datasheet||
000001041|5|||Pestilent Familiar (Psychic)|Once per battle, after selecting targets for a <a href="/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities">Psychic</a> weapon equipped by this model, until the end of the phase, improve the Strength and Damage characteristics of that weapon by 2. <br><br><b>Designer’s Note:</b> <i>Place a Pestilent Familiar token next to this model, removing it once this ability has been used.</i>|Datasheet||
000001043|1|000008344||||Core|6"|
000001043|2|000008396||||Faction||
000001044|1|000008396||||Faction||
000001044|2|||Remorseless|While this unit is within range of an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> you control, each time you take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a> for this unit, add 1 to that test.|Datasheet||
000001045|1|000008396||||Faction||
000001045|2|||Diseased Icon|Melee weapons in the bearer’s unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.|Wargear||
000001045|3|||Infectious Bloodshed|Each time this unit makes a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>, until the end of the turn, weapons equipped by models in this unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability.|Datasheet||
000001045|4|||POSSESSED|For the purposes of <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarking</a> within <span class="tooltip00435" data-tooltip-content="#tooltip_content00435" data-tooltip-anchor="#tooltip_content00435"><span class="kwb">TRANSPORTS</span></span>, each <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> <span class="kwb">POSSESSED</span> model counts as one <span class="tooltip00328" data-tooltip-content="#tooltip_content00328" data-tooltip-anchor="#tooltip_content00328"><span class="kwb">TERMINATOR</span></span> model.|Special (правая колонка)||
000001046|1|000008339||||Core|1|
000001046|2|000008396||||Faction||
000001046|3|||Infused with the Blessings of Nurgle|Each time this model is selected to shoot or fight, after it has finished making its attacks, select one enemy unit that was hit by one or more of those attacks. Until the start of your next turn, that enemy unit is always considered to be within <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Contagion</span> <span class="tt kwbu">Range</span></span> of this model.|Datasheet||
000001046|4|||Enraged Impact|Each time this model ends a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>, select one enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it and roll one D6: on a 2+, that enemy unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|Datasheet||
000001046|5|||Helbrute Fists|If this model is equipped with two Helbrute fists, those weapons have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Twin-linked">[TWIN-LINKED]</a></span> ability.|Datasheet||
000001047|1|000008339||||Core|D3|
000001047|2|000008334||||Core|2|
000001047|3|000008396||||Faction||
000001047|4|||Self Repair|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, this model regains 1 lost wound.|Datasheet||
000001048|1|000008338||||Core|5+|
000001048|2|000008396||||Faction||
000001048|3|||Regenerating Monstrosities|At the start of each player’s <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, one model in this unit regains up to D3 lost wounds.|Datasheet||
000001049|1|000008339||||Core|D6|
000001049|2|000008396||||Faction||
000001049|3|||Assault Ramp|Each time a unit <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarks</a> from this model after it has made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, that unit is still eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> this turn.|Datasheet||
000001050|1|000008339||||Core|D3|
000001050|2|000008396||||Faction||
000001050|3|||Annihilator|Each time a ranged attack made by this model is allocated to a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> model, you can re-roll the Damage roll.|Datasheet||
000001051|1|000008339||||Core|D3|
000001051|2|000008396||||Faction||
000001051|3|||Scuttling Walker|Each time this model makes a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move, it can move over friendly <span class="tooltip01059" data-tooltip-content="#tooltip_content01059" data-tooltip-anchor="#tooltip_content01059"><span class="kwb">MONSTER</span></span> and <span class="tooltip00437" data-tooltip-content="#tooltip_content00437" data-tooltip-anchor="#tooltip_content00437"><span class="kwb">VEHICLE</span></span> models and <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain features</a> that are 4" or less in height as if they were not there.|Datasheet||
000001052|1|000008339||||Core|D3|
000001052|2|000008396||||Faction||
