faction_id|id|name|type|cp_cost|legend|turn|phase|detachment|description|
LoV|000009824006|MATERIALISATION MATRICES|Hearthband – Strategic Ploy Stratagem|1|Built to a superior standard using secrets imparted by the Votann, the teleporters employed by this Hearthband can stabilise rematerialisation fields remarkably close to the foe.|Your turn|Movement phase|Hearthband|<b>WHEN:</b> The <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army that is in <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reserves</a> and has the <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Deep Strike</a> ability.<br><br><b>EFFECT:</b> Until the end of the phase, when your unit is set up on the battlefield using the Deep Strike ability, it can be set up anywhere on the battlefield that is more than 6" horizontally away from all enemy units.<br><br><b>RESTRICTIONS:</b> Until the end of the turn, your unit is not eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a>.|
LoV|000009538004|ECONOMY OF AGGRESSION|Hearthfire Strike – Battle Tactic Stratagem|1|A few grenades placed with care and skill reap greater returns in bloodshed than a wealth of recklessly hurled materiel.|Your turn|Shooting phase|Hearthfire Strike|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>.<br><br><b>TARGET:</b> One <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Einhyr-Hearthguard"><span class="kwb kwbo">EINHYR</span> <span class="kwb kwbo">HEARTHGUARD</span></a> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Select one enemy unit that is <a href="/wh40k10ed/the-rules/boarding-action-rules/#Visibility">visible</a> to your unit and wholly on the opposite side of a <a href="/wh40k10ed/the-rules/boarding-action-rules/#Terrain">Hatchway</a> from it. Until the end of the phase, exo-armour grenade launchers equipped by models in your unit have an Attacks characteristic of 6 and lose the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Blast">[BLAST]</a></span> ability while targeting that enemy unit, and attacks made with such weapons that target that enemy unit can be allocated to models that are not visible to the attacking model.|
LoV|000009538003|PAN-SPECTRAL VISUALISER|Hearthfire Strike – Battle Tactic Stratagem|1|These advanced sets of helm optics pierce veils both technological and sorcerous, laying the foe bare.|Your turn|Shooting phase|Hearthfire Strike|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, ranged weapons equipped by models in your unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Ignores-Cover">[IGNORES COVER]</a></span> ability and each time a model in your unit makes an attack with a weapon, you can ignore any or all modifiers to that attack’s or that weapon’s Ballistic Skill characteristic and any or all modifiers to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|
LoV|000009538002|WEAVEFIELD FLARE|Hearthfire Strike – Battle Tactic Stratagem|1|Triggering weavefield generators worked into their wargear, the Einhyr bleed off the power of incoming enemy attacks.|Either player’s turn|Shooting or Fight phase|Hearthfire Strike|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/boarding-action-rules/#Fight-Phase">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack targets your unit, if the Strength characteristic of that attack is greater than the Toughness characteristic of your unit, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|
LoV|000009538005|GRAVITRONIC PULSE|Hearthfire Strike – Battle Tactic Stratagem|1|Emitters built into this squad's exo-armour batter the foe with focused gravity waves in the instant before the Kin charge crashes home.|Your turn|Charge phase|Hearthfire Strike|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Charge-Phase">Charge phase</a>, just after a <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army ends a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>.<br><br><b>TARGET:</b> That <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit.<br><br><b>EFFECT:</b> For each enemy unit within <a href="/wh40k10ed/the-rules/boarding-action-rules/#Engagement-Range">Engagement Range</a> of your unit, until the end of the turn, that unit loses the <a href="/wh40k10ed/the-rules/core-rules/#_col2-6">Fights First</a> ability (if it has it) and, each time a model in that unit makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|
LoV|000008499004|ANCESTRAL SENTENCE|Oathband – Battle Tactic Stratagem|1|Some foes are so loathed that the Ancestors themselves are said to pass sentence upon them, marking them for death.|Your turn|Shooting phase|Oathband|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a ranged attack, that attack has the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability, and each time a model in your unit makes a ranged attack that targets a unit that has one or more <span class="tooltip00467" data-tooltip-content="#tooltip_content00467"><span class="tt kwbu">Judgement</span> <span class="tt kwbu">tokens</span></span>, that attack has the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 2]</a></span> ability instead.|
LoV|000008499002|WARRIOR PRIDE|Oathband – Battle Tactic Stratagem|1|The warriors of the Leagues of Votann pride themselves on their martial skill and proficiency in combat, and when the Ancestors are watching their actions they can quickly overwhelm and pick apart their foes.|Either player’s turn|Fight phase|Oathband|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army, and one enemy unit that has one or more <span class="tooltip00467" data-tooltip-content="#tooltip_content00467"><span class="tt kwbu">Judgement</span> <span class="tt kwbu">tokens</span></span> and is within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of that <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a melee attack that targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1 for each Judgement token that enemy unit has.|
LoV|000008499005|REACTIVE REPRISAL|Oathband – Battle Tactic Stratagem|2|Once an enemy target has been marked out by the Eye of the Ancestors, the Kin focus their efforts upon its destruction, redoubling their fury should it attempt to engage.|Opponent’s turn|Shooting phase|Oathband|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after an enemy unit that has one or more <span class="tooltip00467" data-tooltip-content="#tooltip_content00467"><span class="tt kwbu">Judgement</span> <span class="tt kwbu">tokens</span></span> has resolved its attacks.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Your <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit can shoot as if it were your Shooting phase, but it must target the enemy unit that just attacked it, and can only do so if that enemy unit is an eligible target.|
LoV|000008499003|ORDERED RETREAT|Oathband – Strategic Ploy Stratagem|1|Not for the Kin the sudden panic of the rout. Instead, they fall back steadily and by squads, laying down furious suppressing fire before launching fresh assaults.|Your turn|Movement phase|Oathband|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, just after a <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Falls Back</a>.<br><br><b>TARGET:</b> That <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit.<br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a>.|
LoV|000008499006|NEWFOUND NEMESIS|Oathband – Strategic Ploy Stratagem|1|To strike down Kin is to earn the immediate and murderous ire of all their warrior comrades.|Opponent’s turn|Shooting or Fight phase|Oathband|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has resolved its attacks.<br><br><b>TARGET:</b> One <span class="tooltip00336" data-tooltip-content="#tooltip_content00336" data-tooltip-anchor="#tooltip_content00336"><span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> <span class="kwb">INFANTRY</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Hernkyn-Pioneers"><span class="kwb kwbo">LEAGUES</span> <span class="kwb2 kwbo">OF</span> <span class="kwb kwbo">VOTANN</span> <span class="kwb kwbo">MOUNTED</span></a> unit from your army that was reduced to <a href="/wh40k10ed/the-rules/core-rules/#Below-Half-strength">Below Half-strength</a> as a result of the attacking unit’s attacks.<br><br><b>EFFECT:</b> The attacking unit gains 1 <span class="tooltip00467" data-tooltip-content="#tooltip_content00467"><span class="tt kwbu">Judgement</span> <span class="tt kwbu">token</span></span>, or up to 2 Judgement tokens instead if that <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit contained your <a href="/wh40k10ed/the-rules/core-rules/#6.-Select-Warlord"><span class="kwb">WARLORD</span></a> when it was targeted by those attacks.|
LoV|000008499007|VOID ARMOUR|Oathband – Wargear Stratagem|1|Void armour comprises hardened, jointed segments hooked into the void suit beneath. It is fashioned from magnaferrite weave, and often reinforced with adamantine and enhanced with microfield generators.|Opponent’s turn|Shooting or Fight phase|Oathband|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack targets your <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit, worsen the Armour Penteration characteristic of that attack by 1.|
LoV|000009530003|POINT-BLANK FIRE|Void Salvagers – Battle Tactic Stratagem|1|The Kin are well used to working in close confines and can fire their ranged weapons with precision even within the restrictive corridors of a voidship.|Your turn|Shooting phase|Void Salvagers|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>.<br><br><b>TARGET:</b> One <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Hearthkyn-Warriors"><span class="kwb kwbo">HEARTHKYN</span> <span class="kwb kwbo">WARRIORS</span></a> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, ranged weapons equipped by models in your unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Pistol">[PISTOL]</a></span> ability.|
LoV|000009530004|JUDGED AND PUNISHED|Void Salvagers – Battle Tactic Stratagem|1|To draw the ire of the Kin is to invite a swift and brutal death.|Your turn|Shooting phase|Void Salvagers|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack, if the target has 1 or more <span class="tooltip00467" data-tooltip-content="#tooltip_content00467"><span class="tt kwbu">Judgement</span> <span class="tt kwbu">tokens</span></span>, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>, and if the target has 2 Judgement tokens, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> as well.|
LoV|000009530005|CORRIDOR COVERED|Void Salvagers – Battle Tactic Stratagem|1|As their allies push forwards, Kin squads train their guns down darkened corridors, preparing to repel unexpected ambushes.|Opponent’s turn|Movement or Charge phase|Void Salvagers|<b>WHEN:</b> Your opponent's <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement</a> or <a href="/wh40k10ed/the-rules/boarding-action-rules/#Charge-Phase">Charge phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army that has not fired <a href="/wh40k10ed/the-rules/boarding-action-rules/#Set-Overwatch">Overwatch</a> this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack while firing Overwatch, an unmodified <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 5+ is required to score a hit, instead of an unmodified 6.|
LoV|000009530002|RELIC CYPHER|Void Salvagers – Strategic Ploy Stratagem|1|The Kin possess the accumulated knowledge of their ancestors, including ancient cyphers that enable them to seize control of cogitational systems.|Your turn|Command phase|Void Salvagers|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army.<br><br><b>EFFECT:</b> Select one closed <a href="/wh40k10ed/the-rules/boarding-action-rules/#Terrain">Hatchway</a> on the battlefield and open it.<br><br><b>RESTRICTIONS:</b> You can only use this Stratagem once.|
NEC|000008405007|INSANITY’S IRE|Annihilation Legion  – Strategic Ploy Stratagem|1|To strike down one horror is merely to draw the rest of the pack's insane and murderous focus.|Opponent’s turn|Shooting phase|Annihilation Legion|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after an enemy unit has shot.<br><br><b>TARGET:</b> One <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">DESTROYER</span> <span class="kwb">CULT</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/necrons/Flayed-Ones"><span class="kwb kwbo">FLAYED</span> <span class="kwb kwbo">ONES</span></a> unit from your army that had one or more of its models <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a> by the attacking unit’s attacks.<br><br><b>EFFECT:</b> Your unit can make a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, but must end that move as close as possible to that enemy unit.|
NEC|000008405002|MASKS OF DEATH|Annihilation Legion  – Strategic Ploy Stratagem|1|Wreathed in tendrils of transdimensional shadow that intensify their deathly visages, these killing machines evoke such terror that steady aims tremble and blade arms are sapped of strength.|Either player’s turn|Shooting or Fight phase|Annihilation Legion|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">DESTROYER</span> <span class="kwb">CULT</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/necrons/Flayed-Ones"><span class="kwb kwbo">FLAYED</span> <span class="kwb kwbo">ONES</span></a> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack targets your unit, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|
NEC|000008405003|THE SPOOR OF FRAILTY|Annihilation Legion – Battle Tactic Stratagem|1|Where one foe falls, logic dictates all others must follow. Where blood is shed, ever must more flow.|Either player’s turn|Shooting or Fight phase|Annihilation Legion|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">DESTROYER</span> <span class="kwb">CULT</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/necrons/Flayed-Ones"><span class="kwb kwbo">FLAYED</span> <span class="kwb kwbo">ONES</span></a> unit from your army that has not been selected to shoot or fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model from your unit makes an attack that targets a unit below <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strength</a>, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>. If the target is <a href="/wh40k10ed/the-rules/core-rules/#Below-Half-strength">Below Half-strength</a>, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> as well.|
NEC|000008405004|MURDEROUS REANIMATION|Annihilation Legion – Battle Tactic Stratagem|1|Through some quirk of their kind's shared insanity, a spark of gruesome satisfaction surges through them with every enemy life snuffed out, triggering quiescent power reserves that drive them onwards.|Either player’s turn|Fight phase|Annihilation Legion|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">DESTROYER</span> <span class="kwb">CULT</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/necrons/Flayed-Ones"><span class="kwb kwbo">FLAYED</span> <span class="kwb kwbo">ONES</span></a> unit from your army that has just <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a> an enemy unit, or just caused an enemy unit that was not <a href="/wh40k10ed/the-rules/core-rules/#Below-Half-strength">Below Half-strength</a> to become Below Half-strength.<br><br><b>EFFECT:</b> Your unit’s <span class="tooltip00402" data-tooltip-content="#tooltip_content00402"><span class="tt kwbu">Reanimation</span> <span class="tt kwbu">Protocols</span></span> activate.|
NEC|000008405005|PITILESS HUNTERS|Annihilation Legion – Battle Tactic Stratagem|1|Driven into a state of hyperaggression, an Annihilation Legion's most eager hunters plunge into their prey's midst to maximise their butchery.|Either player’s turn|Fight phase|Annihilation Legion|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">DESTROYER</span> <span class="kwb">CULT</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/necrons/Flayed-Ones"><span class="kwb kwbo">FLAYED</span> <span class="kwb kwbo">ONES</span></a> unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a <a href="/wh40k10ed/the-rules/core-rules/#1.-Pile-In">Pile-in</a> or <a href="/wh40k10ed/the-rules/core-rules/#3.-Consolidate">Consolidation move</a>, it can move up to 6" instead of up to 3".|
NEC|000008405006|BLOOD-FUELLED CRUELTY|Annihilation Legion – Battle Tactic Stratagem|1|Whatever strange afflictions eat away at the sanity of Destroyers and Flayed Ones, mercy is not one of them.|Opponent’s turn|Movement phase|Annihilation Legion|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, just after an enemy unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back move</a>.<br><br><b>TARGET:</b> One <span class="tooltip00721" data-tooltip-content="#tooltip_content00721" data-tooltip-anchor="#tooltip_content00721"><span class="kwb">DESTROYER</span> <span class="kwb">CULT</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/necrons/Flayed-Ones"><span class="kwb kwbo">FLAYED</span> <span class="kwb kwbo">ONES</span></a> unit from your army that started the phase within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of that enemy unit.<br><br><b>EFFECT:</b> Roll one D6: on a 2-5, that enemy unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 6, that enemy unit suffers 3 mortal wounds. Your unit can then make a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, but must end that move as close as possible to that enemy unit.|
NEC|000008371004|PROTOCOL OF THE HUNGRY VOID|Awakened Dynasty – Battle Tactic Stratagem|1|Necrons strike with data-augmented accuracy.|Either player’s turn|Fight phase|Awakened Dynasty|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">NECRONS</span> unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, add 1 to the Strength characteristic of melee weapons equipped by models in your unit. In addition, If a <span class="tooltip01158" data-tooltip-content="#tooltip_content01158" data-tooltip-anchor="#tooltip_content01158"><span class="kwb">NECRONS</span> <span class="kwb">CHARACTER</span></span> is leading your unit, until the end of the phase, improve the Armour Penetration characteristic of melee weapons equipped by models in your unit by 1. (this is not cumulative with any other modifiers that improve Armour Penetration].|
NEC|000008371006|PROTOCOL OF THE CONQUERING TYRANT|Awakened Dynasty – Battle Tactic Stratagem|1|The legions employ the strategies of their masters in perfect synchronicity, laying down hails of mechanically coordinated fire.|Your turn|Shooting phase|Awakened Dynasty|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">NECRONS</span> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack that targets a unit within half range, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1. If a <span class="tooltip01158" data-tooltip-content="#tooltip_content01158" data-tooltip-anchor="#tooltip_content01158"><span class="kwb">NECRONS</span> <span class="kwb">CHARACTER</span></span> is leading your unit, until the end of the phase, you can re-roll the Hit roll for that attack instead.|
NEC|000008371002|PROTOCOL OF THE ETERNAL REVENANT|Awakened Dynasty – Epic Deed Stratagem|1|Necron rulers possess enhanced self-repair systems.|Either player’s turn|Any phase|Awakened Dynasty|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One <span class="tooltip01035" data-tooltip-content="#tooltip_content01035" data-tooltip-anchor="#tooltip_content01035"><span class="kwb">NECRONS</span> <span class="kwb">INFANTRY</span> <span class="kwb">CHARACTER</span></span> model from your army that was just <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a>. You can use this Stratagem on that model even though it was just destroyed.<br><br><b>EFFECT:</b> At the end of the phase, set your model back up on the battlefield as close as possible to where it was destroyed and not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, with half of its starting number of wounds remaining.<br><br><b>RESTRICTIONS:</b> Each model can only be targeted with this Stratagem once per battle.|
NEC|000008371003|PROTOCOL OF THE UNDYING LEGIONS|Awakened Dynasty – Strategic Ploy Stratagem|1|Nanoscarabs are released in boiling black clouds that whirl about the legions and effect rapid repairs|Either player’s turn|Shooting or Fight phase|Awakened Dynasty|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has resolved its attacks.<br><br><b>TARGET:</b> One <span class="kwb">NECRONS</span> unit from your army that had one or more of its models <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a> as a result of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Your unit activates its <span class="tooltip00402" data-tooltip-content="#tooltip_content00402"><span class="tt kwbu">Reanimation</span> <span class="tt kwbu">Protocols</span></span> and reanimates D3 wounds (or D3+1 wounds if a <span class="tooltip01158" data-tooltip-content="#tooltip_content01158" data-tooltip-anchor="#tooltip_content01158"><span class="kwb">NECRONS</span> <span class="kwb">CHARACTER</span></span> is leading your unit].|
NEC|000008371005|PROTOCOL OF THE SUDDEN STORM|Awakened Dynasty – Strategic Ploy Stratagem|1|Arcing energies leap from one Necron to the next, lending them unnatural speed and surety|Your turn|Movement phase|Awakened Dynasty|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">NECRONS</span> unit from your army.<br><br><b>EFFECT:</b> Until the end of the turn, ranged weapons equipped by models in your unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Assault">[ASSAULT]</a></span> ability. In addition, if a <span class="tooltip01158" data-tooltip-content="#tooltip_content01158" data-tooltip-anchor="#tooltip_content01158"><span class="kwb">NECRONS</span> <span class="kwb">CHARACTER</span></span> is leading your unit, until the end of the phase, you can re-roll <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance rolls</a> made for your unit.|
NEC|000008371007|PROTOCOL OF THE VENGEFUL STARS|Awakened Dynasty – Strategic Ploy Stratagem|2|Criss-crossfire leaps from the Necron ranks, forming a blazing corona of deadly energy to punish those who dare threaten the indignant nobility's legions.|Opponent’s turn|Shooting phase|Awakened Dynasty|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after an enemy unit destroys a <span class="kwb">NECRONS</span> unit from your army.<br><br><b>TARGET:</b> One <span class="tooltip01158" data-tooltip-content="#tooltip_content01158" data-tooltip-anchor="#tooltip_content01158"><span class="kwb">NECRONS</span> <span class="kwb">CHARACTER</span></span> unit from your army that was within 6" of that <span class="kwb">NECRONS</span> unit when it was <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">destroyed</a>.<br><br><b>EFFECT:</b> After the attacking unit has resolved its attacks, your unit can shoot as if it were your Shooting phase, but it must target only that enemy unit when doing so, and can only do so if that enemy unit is an eligible target.|
