datasheet_id|line|button|description|
000001389|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 twin big shoota</li><li>2 rokkit launchas</li><li>1 skorcha</li></ul>|
000001390|1|•|None|
000001391|1|•|None|
000001392|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 Kroot bolt thrower and 1 Kroot rifle</li><li>1 twin Kroot gun</li><li>1 baggage harness</li></ul>|
000001393|1|•|This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.|
000001394|1|•|This model’s power weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 autogun and 1 chainsword</li><li>1 Preacher shotgun and 1 chainsword</li></ul>|
000001396|1|•|None|
000001397|1|•|Up to 2 models can each have their Servitor’s servo-arm replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 plasma cannon</li></ul>|
000001398|1|•|This model’s ripper gun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 grenadier gauntlet</li><li>1 Bullgryn maul</li></ul>|
000001398|2|•|This model’s huge knife can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 brute shield</li><li>1 slabshield</li></ul>|
000001400|1|•|None|
000001406|1|•|None|
000001423|1|•|None|
000001447|1|•|This model’s guardian spear can be replaced with one of the following:<br><ul><li>1 castellan axe</li><li>1 sentinel blade</li><li>1 sentinel blade and 1 praesidium shield</li><li>1 pyrithite spear and 1 praesidium shield</li></ul>|
000001448|1|•|This model’s guardian spear can be replaced with 1 castellan axe.|
000001449|1|•|This model’s salvo launcher can be replaced with 1 Vertus hurricane bolter.|
000001450|1|•|Any number of models can each have their guardian spear replaced with 1 castellan axe.|
000001450|2|•|1 model can be equipped with 1 vexilla.|
000001453|1|•|Any number of models can each have their guardian spear replaced with 1 castellan axe.|
000001453|2|•|1 model’s guardian spear can be replaced with 1 vexilla and 1 misericordia.|
000001454|1|•|Any number of models can each have their salvo launcher replaced with 1 Vertus hurricane bolter.|
000001455|1|•|None|
000001456|1|•|None|
000001458|1|•|This model’s 2 lastrum storm bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 infernus incinerators</li><li>2 twin adrathic destructors</li><li>1 lastrum storm bolter and 1 infernus incinerator</li><li>1 lastrum storm bolter and 1 twin adrathic destructor</li><li>1 infernus incinerator and 1 twin adrathic destructor</li></ul>|
000001460|1|•|This model’s twin iliastus accelerator cannon can be replaced with 1 twin arachnus heavy blaze cannon.|
000001461|1|•|None|
000001462|1|•|None|
000001463|1|•|None|
000001464|1|•|None|
000001465|1|•|None|
000001466|1|•|None|
000001467|1|•|None|
000001468|1|•|None|
000001469|1|•|None|
000001470|1|•|None|
000001472|1|•|None|
000001474|1|•|Any number of models can each have their divining spear replaced with one of the following:<ul style="list-style-type:circle"><li>1 autopistol and 1 chainsword</li><li>1 fatecaster greatbow and 1 close combat weapon</li></ul>|
000001476|1|•|None|
000001477|1|•|This model’s burst cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 cyclic ion blaster</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system*</li></ul>|
000001477|2|•|This model can be equipped with up to two of the following, and can take duplicates:<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
000001477|3|•|This model can be equipped with up to three of the following, and can take duplicates:<ul style="list-style-type:circle"><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system*</li></ul>|
000001477|4|*|* This model cannot have duplicates of these pieces of wargear.|
000001478|1|•|This model’s burst cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 cyclic ion blaster*</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system*</li></ul>|
000001478|2|•|This model can be equipped with up to two of the following, and can take duplicates:<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
000001478|3|•|This model can be equipped with up to three of the following, and can take duplicates:<ul style="list-style-type:circle"><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster*</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system* </li></ul>|
000001478|4|*|* This model cannot have duplicates of these pieces of wargear. |
000001479|1|•|This model’s 2 iliastus accelerator culverins can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 arachnus storm cannons</li><li>2 Telemon caestus and 2 twin plasma projectors</li><li>1 iliastus accelerator culverin and 1 arachnus storm cannon</li><li>1 iliastus accelerator culverin, 1 Telemon caestus and 1 twin plasma projector</li><li>1 arachnus storm cannon, 1 Telemon caestus and 1 twin plasma projector</li></ul>|
000001481|1|•|This model’s Questoris heavy stubber can be replaced with 1 meltagun.|
000001482|1|•|This model’s Questoris heavy stubber can be replaced with 1 meltagun.|
000001483|1|•|This model’s Preceptor multi-laser can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 meltagun</li><li>1 Questoris heavy stubber</li></ul>|
000001483|2|•|This model’s reaper chainsword can be replaced with 1 thunderstrike gauntlet.|
000001483|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 Icarus autocannons</li><li>1 ironstorm missile pod</li><li>1 stormspear rocket pod</li></ul>|
000001484|1|•|None|
000001485|1|•|This model’s 2 shieldbreaker missile launchers and twin siegebreaker cannon can be replaced with:<ul style="list-style-type:circle"><li>1 shieldbreaker missile launcher and 2 twin siegebreaker cannons</li></ul>|
000001486|1|•|This model’s 2 shieldbreaker missile launchers and twin siegebreaker cannon can be replaced with:<ul style="list-style-type:circle"><li>1 shieldbreaker missile launcher and 2 twin siegebreaker cannons</li></ul>|
000001509|1|•|Any number of this model’s storm bolters can each be replaced with 1 heavy flamer.|
000001509|2|•|This model’s Fenrisian great axe or great wolf claw and storm bolter can be replaced with 1 blizzard shield and 1 storm bolter.|
000001523|1|•|1 Scout Sniper’s scout sniper rifle can be replaced with 1 missile launcher.|
000001524|1|•|None|
000001525|1|•|The Hoplite Alpha’s arc lance can be replaced with 1 Archeotech pistol.|
000001525|2|•|The Hoplite Alpha can be equipped with 1 Alpha close combat weapon.|
000001525|3|•|1 Secutarii Hoplite can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 enhanced data-tether</li><li>1 omnispex</li></ul>|
000001526|1|•|The Peltast Alpha’s arc lance can be replaced with 1 Archeotech pistol.|
000001526|2|•|The Peltast Alpha can be equipped with 1 Alpha close combat weapon.|
000001526|3|•|1 Secutarii Peltast can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 enhanced data-tether</li><li>1 omnispex</li></ul>|
000001527|1|•|This model’s bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 boltgun</li><li>1 combi-weapon</li><li>1 grav-pistol</li><li>1 plasma pistol</li><li>1 storm bolter</li></ul>|
000001527|2|•|This model’s Omnissian power axe can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 thunder hammer</li></ul>|
000001527|3|•|This model must be equipped with one of the following:<ul style="list-style-type:circle"><li>1 servo arm</li><li>1 conversion beamer</li><li>1 flamer, 1 plasma cutter and 2 servo-arms</li></ul>|
000001533|1|•|This model’s 2 combi-bolters can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>|
000001536|1|•|This model can be equipped with 1 grot assistant.|
000001545|1|•|None|
000001553|1|•|This model’s zealot’s vindictor can be replaced with 1 holy pistol and 1 power weapon.|
000001557|1|•|None|
000001558|1|•|Any number of models can each have their lastrum storm bolter replaced with one of the following:<ul style="list-style-type:circle"><li>1 infernus firepike</li><li>1 twin adrathic destructor</li></ul>|
000001558|2|•|Any number of models can each have their solerite power gauntlet replaced with 1 solerite power talon.|
000001559|1|•|Any number of models can each have their adrasite spear replaced with 1 pyrithite spear.|
000001560|1|•|Any number of models can each have their lastrum bolt cannon replaced with one of the following:<ul style="list-style-type:circle"><li>1 adrathic devastator</li><li>1 twin las-pulsar</li></ul>|
000001561|1|•|Any number of models can each have their Venatari lance replaced with 1 kinetic destroyer and 1 tarsus buckler.|
000001562|1|•|None|
000001563|1|•|None|
000001564|1|•|None|
000001569|1|•|This model’s Sanctus bio-dagger can be replaced with 1 cult sniper rifle and 1 close combat weapon.|
000001573|1|•|Any number of models can each have their heavy mining laser replaced with one of the following:<ul style="list-style-type:circle"><li>1 achilles missile launcher</li><li>1 heavy mortar</li></ul>|
000001573|2|•|Any number of models can each have their flare launcher replaced with one of the following:<ul style="list-style-type:circle"><li>1 spotter</li><li>1 survey augur</li></ul>|
000001574|1|•|For every 4 Atalan Jackals in this unit, up to 2 Atalan Jackals' close combat weapons can each be replaced with 1 Atalan power weapon.|
000001574|2|•|For every 4 Atalan Jackals in this unit, 1 Atalan Jackal's Atalan small arms can be replaced with 1 grenade launcher.|
000001574|3|•|Any number of Atalan Wolfquads can each have their heavy stubber replaced with one of the following:<ul style="list-style-type:circle"><li>1 Atalan incinerator</li><li>1 mining laser</li></ul>|
000001576|1|•|None|
000001577|1|•|This model’s 2 singularity generators can be replaced with 2 synaptic obliterators and 2 transdimensional projectors.|
000001579|1|•|None|
000001580|1|•|This model’s magnarail lance can be replaced with 1 transonic cannon.|
000001583|1|•|This model’s Helstalker autocannon can be replaced with 1 baleflamer.|
000001583|2|•|This model’s techno-virus injector can be replaced with 1 magma cutter.|
000001588|1|•|None|
000001589|1|•|None|
000001596|1|•|None|
000001598|1|•|None|
000001600|1|•|None|
000001601|1|•|None|
000001603|1|•|None|
000001604|1|•|The Fellgor Champion’s bolt pistol can be replaced with 1 plasma pistol.|
000001604|2|•|1 Fellgor Beastman’s close combat weapon can be replaced with 1 great weapon.|
000001604|3|•|1 Fellgor Beastman’s close combat weapon can be replaced with 1 corrupted stave.|
000001606|1|•|The Assault Intercessor Sergeant’s heavy bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 hand flamer</li><li>1 plasma pistol</li></ul>|
000001606|2|•|The Assault Intercessor Sergeant’s Astartes chainsword can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li></ul>|
000001607|1|•|This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta|
000001607|2|•|This model can be equipped with 1 hunter-killer missile.|
000001607|3|•|This model can be equipped with 1 storm bolter.|
000001608|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>|
000001608|2|•|This model can be equipped with 1 hunter-killer missile.|
000001608|3|•|This model can be equipped with 1 storm bolter.|
000001608|4|•|This model can be equipped with 1 explorator augury web.|
000001609|1|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000001609|2|•|This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.|
000001630|1|•|None|
000001647|1|•|None|
000001648|1|•|None|
000001649|1|•|None|
000001651|1|•|This model’s belleros energy cannon can be replaced with 1 ferrumite cannon.|
000001658|1|•|This model’s daemonbreath meltagun can be replaced with 1 diabolus heavy stubber.|
000001658|2|•|This model’s reaper chainsword can be replaced with 1 of the following:<ul style="list-style-type:circle"><li>1 daemonbreath thermal cannon</li><li>1 despoiler gatling cannon and 1 heavy darkflamer</li><li>1 despoiler battle cannon and 1 diabolus heavy stubber</li></ul>|
000001658|3|•|This model’s warpstrike claw can be replaced with 1 of the following:<ul style="list-style-type:circle"><li>1 daemonbreath thermal cannon</li><li>1 despoiler gatling cannon and 1 heavy darkflamer</li><li>1 despoiler battle cannon and 1 diabolus heavy stubber</li></ul>|
000001658|4|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 havoc missile pod</li><li>1 ruinspear rocket pod</li><li>1 hellstorm autocannons</li></ul>|
000001659|1|•|This model’s brimstone volcano lance and ectoplasma decimator can be replaced with 1 darkflame cannon and 1 warpshock harpoon.|
000001659|2|•|This model’s 2 gheiststrike missile launchers and twin desecrator cannon can be replaced with 1 gheiststrike missile launcher and 2 twin desecrator cannons.|
000001660|1|•|This model’s reaper chainsword can be replaced with 1 warpstrike claw.|
000001661|1|•|None|
000001662|1|•|None|
000001663|1|•|This model’s graviton pulsar can be replaced with one of the following;<ul style="list-style-type:circle"><li>1 siege claw and 1 rad cleanser</li><li>1 lightning lock</li><li>1 conversion beam cannon</li><li>1 volkite veuglaire</li></ul>|
000001663|2|•|This model’s volkite veuglaire can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 siege claw and 1 rad cleanser</li><li>1 graviton pulsar</li><li>1 lightning lock</li><li>1 conversion beam cannon</li></ul>|
000001664|1|•|None|
000001666|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000001666|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000001666|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000001667|1|•|This model can be equipped with 1 ironhail heavy stubber.|
000001667|2|•|This model can be equipped with 1 Icarus rocket pod.|
000001668|1|•|The Eliminator Sergeant’s bolt sniper rifle can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 instigator bolt carbine</li><li>1 las fusil</li></ul>|
000001668|2|•|All Eliminators in this unit can each have their bolt sniper rifle replaced with 1 las fusil.|
000001680|1|•|None|
000001822|1|•|None|
000001825|1|•|This model can be equipped with 1 ironhail heavy stubber.|
000001825|2|•|This model can be equipped with 1 Icarus rocket pod.|
000001991|1|•|This model’s 2 combi-bolters can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>|
000001993|1|•|None|
000001994|1|•|This model’s Carnodon twin autocannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Carnodon twin lascannon</li><li>1 Carnodon twin multi-laser</li><li>1 volkite culverin</li></ul>|
000001994|2|•|This model’s 2 autocannons can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 lascannons</li><li>2 Militarum multi-lasers</li><li>2 volkite calivers</li></ul>|
000001994|3|•|This model can be equipped with 1 hunter-killer missile.|
000001997|1|•|1 model's heavy bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 plasma pistol</li></ul>|
000001997|2|•|For every 5 models in this unit, 1 model's Astartes chainsword can be replaced with equipped with 1 eviscerator.|
000001997|3|•|1 model’s Astartes chainsword can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li></ul>|
000002066|1|•|The Zephyrim Superior can be equipped with 1 sacred banner.|
000002066|2|•|The Zephyrim Superior’s bolt pistol can be replaced with 1 plasma pistol.|
000002067|1|•|1 model can be equipped with 1 anchorite sarcophagus.|
000002067|2|•|Any number of models can each have their 2 heavy bolters replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter and 1 Mortifier flamer</li><li>2 Mortifier flamers</li></ul>|
000002067|3|•|Any number of models can each have their twin penitent buzz-blades replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin penitent flails</li><li>1 penitent buzz-blade and 1 penitent flail</li></ul>|
000002076|1|•|Any number of models can each have their heavy bolter replaced with 1 multi-melta.|
000002077|1|•|This model’s Nemesis quake cannon can be replaced with 1 Nemesis volcano cannon.|
000002077|2|•|This model’s Reaver gatling blaster can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Reaver laser blaster</li><li>1 Reaver melta cannon</li><li>1 Reaver volcano cannon</li></ul>|
000002077|3|•|This model’s Reaver laser blaster can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Reaver gatling blaster</li><li>1 Reaver melta cannon</li><li>1 Reaver volcano cannon</li></ul>|
000002080|1|•|This model can be equipped with 1 grot helper.|
000002081|1|•|For every 3 models in this unit, 1 Serberys Sulphurhound’s 2 phosphor pistols can be replaced with 1 phosphor blast carbine and 1 phosphor pistol.|
000002082|1|•|1 Serberys Raider can be equipped with 1 enhanced data-tether.|
000002085|1|•|This model’s command uplink can be replaced with 1 chaff launcher.|
000002086|1|•|This model’s command uplink can be replaced with 1 chaff launcher.|
000002087|1|•|This model’s command uplink can be replaced with 1 chaff launcher.|
000002093|1|•|None|
000002098|1|•|The Hellblaster Sergeant’s bolt pistol can be replaced with 1 plasma pistol.|
000002099|1|•|All models in this unit can each have their flamestorm gauntlets replaced with 1 auto boltstorm gauntlets and 1 fragstorm grenade launcher.|
000002102|1|•|This model’s heavy bolter can be replaced with 1 multi-melta.|
000002103|1|•|Any number of models can each have their bolt pistol replaced with one of the following:<ul style="list-style-type:circle"><li>1 hand flamer</li><li>1 grav-pistol</li><li>1 inferno pistol</li><li>1 plasma pistol</li></ul>|
000002103|2|•|Any number of Company Veterans can each have their bolt pistol replaced with 1 Astartes shield.|
000002103|3|•|Any number of Company Veterans can each have  their bolt pistol and boltgun replaced with 1 twin lightning claws.|
000002103|4|•|The Company Ancient’s bolt pistol can be replaced  with one of the following:<ul style="list-style-type:circle"><li>1 boltgun</li><li>1 combi-weapon</li></ul>|
000002103|5|•|Any number of Company Veterans can each have their boltgun replaced with one of the following:<ul style="list-style-type:circle"><li>1 Astartes chainsword</li><li>1 Astartes shield</li><li>1 combi-weapon</li><li>1 flamer</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 grav-cannon</li><li>1 grav-gun</li><li>1 lascannon</li><li>1 meltagun</li><li>1 missile launcher</li><li>1 multi-melta</li><li>1 plasma cannon</li><li>1 plasma gun</li><li>1 storm bolter</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li></ul>|
000002110|1|•|For every 3 models in this unit, this unit can have 1 Plasmacyte.|
000002116|1|•|Any number of models can each have their gauss destructor replaced with 1 enmitic exterminator.|
000002173|1|•|This model can be equipped with 1 hunter-killer missile.|
000002173|2|•|This model can be equipped with 1 multi-melta.|
000002173|3|•|This model can be equipped with 1 storm bolter.|
000002202|1|•|Up to 4 Devastator Marines can each have their boltgun replaced with one of the following:<br><ul style="list-style-type:circle"><li>1 grav-cannon</li><li>1 heavy bolter</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 multi-melta</li><li>1 plasma cannon</li></ul>|
000002202|2|•|The Devastator Sergeant’s bolt pistol and boltgun can be replaced with two different weapons from the following list:*<br><ul style="list-style-type:circle"><li>1 Astartes chain sword</li><li>1 bolt pistol</li><li>1 boltgun</li><li>1 combi-weapon</li><li>1 grav-pistol</li><li>1 plasma pistol</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li></ul>|
000002202|3|*|* This model can only be equipped with two ranged weapons if one of them is a Pistol (and it can only have one Pistol)|
000002234|1|•|None|
000002252|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000002252|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000002252|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000002255|1|•|The Sternguard Veteran Sergeant’s Sternguard bolt rifle can be replaced with one of the following: <br><ul style="list-style-type:circle"><li>1 Astartes chainsword </li><li>1 combi-weapon </li><li>1 power weapon </li><li>1 power fist </li><li>1 Astartes chainsword and 1 Sternguard bolt rifle* </li><li>1 power weapon and 1 Sternguard bolt rifle* </li><li>1 power fist and 1 Sternguard bolt rifle*</li></ul>|
000002255|2|•| Any number of Sternguard Veterans can each have their Sternguard bolt rifle replaced with 1 combi-weapon.|
000002255|3|•|For every 5 models in this unit, 1 Sternguard Veteran’s Sternguard bolt rifle can be replaced with one of the following: <br><ul style="list-style-type:circle"><li>1 pyrecannon </li><li>1 Sternguard heavy bolter</li></ul>|
000002255|4|*|* This model's Sternguard bolt rifle cannot be replaced.|
000002258|1|•|This model can be equipped with 1 hunter-killer missile.|
000002258|2|•|This model can be equipped with 1 storm bolter.|
000002267|1|•|This model’s deathstorm cannon array can be replaced with 1 deathstorm missile array|
000002268|1|•|This model’s plasma destroyer can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 conversion beam cannon</li><li>1 infernus cannon</li><li>1 magna-melta cannon</li></ul>|
000002268|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 lascannons</li></ul>|
000002268|3|•|This model can be equipped with 1 storm bolter.|
000002268|4|•|This model can be equipped with 1 hunter-killer missile.|
000002269|1|•|This model’s anvilus autocannon battery can be replaced with one of the following<ul style="list-style-type:circle"><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>|
000002269|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|
000002269|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>|
000002270|1|•|All of the models in this unit can each have their superfrag rocket launcher replaced with 1 superkrak rocket launcher.|
000002270|2|•|The Desolation Sergeant’s superfrag rocket launcher or superkrak rocket launcher can be replaced with 1 vengor launcher.|
000002285|1|•|1 model’s bolt rifle can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Astartes chainsword</li><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 plasma pistol</li></ul>|
000002285|2|•|For every 5 models in this unit, 1 model's bolt rifle and close combat weapon can be replaced with 1 eviscerator.|
000002285|3|•|For every 5 models in this unit, 1 model equipped with a bolt rifle can be equipped with 1 Astartes grenade launcher.|
000002285|4|•|1 model’s close combat weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li></ul>|
000002302|1|•|Any number of Deathwing Command Terminators can each have their storm bolter and power fist replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin lightning claws</li><li>1 thunder hammer and 1 storm shield</li></ul>|
000002302|2|•|Any number of Deathwing Command Terminators can each have their power fist replaced with 1 chainfist.|
000002302|3|•|1 Deathwing Command Terminator’s power fist can be replaced with 1 power weapon.|
000002302|4|•|For every 5 models in this unit, 1 Deathwing Command Terminator can replace its storm bolter with one of the following:<ul style="list-style-type:circle"><li>1 assault cannon</li><li>1 heavy flamer</li><li>1 plasma cannon</li><li>1 storm bolter and 1 cyclone missile launcher (this model’s storm bolter cannot be replaced)</li></ul>|
000002302|5|•|This unit can be equipped with 1 Watcher in the Dark.*|
000002302|6|*|* The rules for a Watcher in the Dark can be found on the Deathwing Knights datasheet.|
000002351|1|•|This model’s staff of light can be replaced with 1 Lord’s blade.|
000002351|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 nanoscarab amulet</li><li>1 resurrection orb</li></ul>|
000002358|1|•|For every 3 models in this unit, this unit can have 1 Plasmacyte.|
000002362|1|•|This unit can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 gauss exterminator and 1 twin tesla destructor</li><li>2 gauss exterminators</li><li>2 twin tesla destructors</li></ul>|
000002363|1|•|None|
000002374|1|•|Up to 2 Grenadier models can each have their hot-shot lasgun replaced with one of the following:<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grenade launcher</li><li>1 heavy stubber</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 sniper rifle</li></ul>|
000002375|1|•|None|
000002377|1|•|None|
000002378|1|•|None|
000002379|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
000002379|2|•|This model can be equipped with 1 hunter-killer missile.|
000002379|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy stubber</li><li>1 storm bolter</li></ul>|
000002385|1|•|This model’s laspistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>|
000002386|1|•|This model’s laspistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>|
000002389|1|•|The Ridemaster’s laspistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>|
000002453|1|•|This model’s killkannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 dread killsaw</li><li>1 dread rippa klaw</li></ul>|
000002453|2|•|This model’s dread rippa klaw can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 dread killsaw</li><li>1 killkannon</li></ul>|
000002459|1|•|None|
000002460|1|•|None|
000002461|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons</li><li>2 plague heavy bolters</li></ul>|
000002461|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 combi-weapon</li><li>1 plague combi-bolter</li></ul>|
000002461|3|•|This model can be equipped with 1 havoc launcher.|
000002462|1|•|None|
000002468|1|•|This model’s storm bolter and master-crafted power weapon can be replaced with either 1 twin lightning claws, or two different weapons from the following list:<ul style="list-style-type:circle"><li>1 storm bolter</li><li>1 chainfist</li><li>1 mace of absolution</li><li>1 power fist</li><li>1 thunder hammer</li><li>1 storm shield</li></ul>|
000002471|1|•|None|
000002472|1|•|This model’s bolt pistol can be replaced with 1 plasma pistol.|
000002481|1|•|Any number of models can each have their hallowed mace replaced with 1 anointed halberd.|
000002481|2|•|The Sacresant Superior’s bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 inferno pistol</li><li>1 Ministorum hand flamer</li><li>1 plasma pistol</li></ul>|
000002481|3|•|The Sacresant Superior’s hallowed mace can be replaced with 1 spear of the faithful.|
000002483|1|•|Any number of models can each have their Paragon storm bolters replaced with 1 Paragon grenade launchers.|
000002483|2|•|Any number of models can each have their Paragon war blade replaced with 1 Paragon war mace.|
000002483|3|•|Any number of models can each have their heavy bolter replaced with one of the following:<ul style="list-style-type:circle"><li>1 Ministorum heavy flamer</li><li>1 multi-melta</li></ul>|
000002484|1|•|This model’s Castigator autocannons can be replaced with 1 Castigator battle cannon.|
000002484|2|•|This model can be equipped with 1 hunter-killer missile.|
000002484|3|•|This model can be equipped with 1 storm bolter.|
000002485|1|•|None|
000002490|1|•|This model can be equipped with 1 thump gun.|
000002491|1|•|This model can be equipped with 1 grot orderly.|
000002494|1|•|For every 10 models in this unit, 1 Beast Snagga Boy’s slugga and choppa can be replaced with 1 thump gun and 1 close combat weapon.|
